disease_id	name
DIS004569	Poland syndrome
DIS002052	Fire breather's pneumonia
DIS004571	Craniodiaphyseal dysplasia
DIS004573	Cancer of unknown primary origin
DIS002054	Micro syndrome
DIS004574	Pick's disease
DIS002056	Dry eye syndrome
DIS004577	Tracheomalacia
DIS004579	Blastocystosis
DIS000206	Glassy cell carcinoma of the cervix
DIS004581	Paramyotonia congenita
DIS004582	Foville's syndrome
DIS004583	Roseola
DIS004585	Secondary hypertension
DIS004586	Panic disorder
DIS002067	Quadricuspid aortic valve
DIS004587	Hypertensive kidney disease
DIS002068	Bacteriuria
DIS004588	Lichen sclerosus
DIS004589	Neuroblastoma
DIS000971	White-nose syndrome
DIS004590	Xanthinuria
DIS004591	Tay–Sachs disease
DIS004592	AIDS-related lymphoma
DIS004593	Subgaleal hemorrhage
DIS002074	Say–Meyer syndrome
DIS004597	Bronchitis
DIS004598	Neurosarcoidosis
DIS004086	Acquired C1 esterase inhibitor deficiency
DIS004599	Urushiol-induced contact dermatitis
DIS002081	Asphyxia
DIS004601	Cutaneous larva migrans
DIS004602	Mastocytosis
DIS004603	Temporomandibular joint dysfunction
DIS004605	Liddle's syndrome
DIS004594	Hypervalinemia
DIS004606	Delusional parasitosis
DIS004608	Amyloidosis
DIS004609	Benzodiazepine overdose
DIS000209	Bronchoconstriction
DIS004610	Gestational hypertension
DIS002091	Opitz G/BBB syndrome
DIS004611	Meckel syndrome
DIS004613	Inflammatory bowel disease
DIS004614	Pilocytic astrocytoma
DIS004616	Gestational trophoblastic disease
DIS004618	Hemolytic disease of the newborn (ABO)
DIS002099	Kangri cancer
DIS004619	Parotitis
DIS004621	Demodicosis
DIS004626	Human monocytotropic ehrlichiosis
DIS004627	Hepatitis C
DIS002107	Non-cirrhotic portal fibrosis
DIS004628	Eosinophilic fasciitis
DIS004115	Riedel's thyroiditis
DIS004629	Scurvy
DIS004630	Kyphosis
DIS010311	Leaf curl
DIS004632	Thiel–Behnke dystrophy
DIS004633	Angiostrongyliasis
DIS004634	Mitral insufficiency
DIS002115	Irukandji syndrome
DIS004636	Hemopericardium
DIS004637	Hypersensitivity pneumonitis
DIS004638	Neonatal herpes simplex
DIS004640	Starvation
DIS004641	Combat stress reaction
DIS004620	Parasomnia
DIS004642	Eosinophilic folliculitis
DIS004127	Livedoid vasculitis
DIS004643	Angiokeratoma
DIS004624	Cutaneous amoebiasis
DIS004648	Carotid artery stenosis
DIS004649	Fazio–Londe disease
DIS004650	Dizziness
DIS004651	Poikilocytosis
DIS000213	Acute exacerbation of chronic obstructive pulmonary disease
DIS004653	Adjustment disorder
DIS004654	Post-nasal drip
DIS004655	Neonatal bowel obstruction
DIS004656	Clostridial necrotizing enteritis
DIS004657	Goldenhar syndrome
DIS004659	Anorgasmia
DIS004658	Penicilliosis
DIS004661	Tear of meniscus
DIS004662	Expressive aphasia
DIS004664	Sinusitis
DIS002144	Ichthyophthirius multifiliis
DIS004667	Sexual dysfunction
DIS004151	Hidrocystoma
DIS004668	Tarlov cyst
DIS004669	Loa loa filariasis
DIS004153	Single transverse palmar crease
DIS004670	Ellis–van Creveld syndrome
DIS004671	Anismus
DIS004672	Postpericardiotomy syndrome
DIS004674	Aortic aneurysm
DIS002152	Perianal hematoma
DIS004675	Nuchal cord
DIS004677	Leber's hereditary optic neuropathy
DIS004678	Upshaw–Schulman syndrome
DIS002156	Toxic encephalopathy
DIS004679	Postherpetic neuralgia
DIS002157	Sexually induced sneezing
DIS004680	Aortic stenosis
DIS004681	Ergotism
DIS006656	Pancreatic cancer
DIS004682	Maple syrup urine disease
DIS004683	Syndrome of inappropriate antidiuretic hormone secretion
DIS004155	De Barsy syndrome
DIS002162	Postorgasmic illness syndrome
DIS004685	Rectal prolapse
DIS004688	Thoracic outlet syndrome
DIS002166	Amalgam tattoo
DIS004689	Multiple sclerosis
DIS002167	Cannabinoid hyperemesis syndrome
DIS004691	Jalili syndrome
DIS004693	Testicular microlithiasis
DIS002173	Feather-plucking
DIS004696	Cluster headache
DIS004697	Placenta accreta
DIS004676	Sparganosis
DIS004698	Rhinosporidiosis
DIS004700	Carnosinemia
DIS004703	Waardenburg syndrome
DIS004704	Gastrointestinal perforation
DIS002182	Actinic conjunctivitis
DIS004706	Oxygen toxicity
DIS004707	Phocomelia
DIS004710	Oral cancer
DIS004711	Serum sickness
DIS004712	Atrial septal defect
DIS002190	Progressive transformation of germinal centres
DIS004713	45,X/46,XY mosaicism
DIS004714	Cogan syndrome
DIS004715	Congenital adrenal hyperplasia due to 11β-hydroxylase deficiency
DIS004716	Hepatoblastoma
DIS004717	Apert syndrome
DIS004718	Lown–Ganong–Levine syndrome
DIS004719	Toxic multinodular goitre
DIS004721	Aldolase A deficiency
DIS004722	Axenfeld syndrome
DIS000096	Dentin hypersensitivity
DIS004724	3q29 microdeletion syndrome
DIS004725	Amaurosis fugax
DIS004726	Laryngeal papillomatosis
DIS004727	Meconium aspiration syndrome
DIS004728	Central serous retinopathy
DIS004729	True hermaphroditism
DIS004730	Café au lait spot
DIS002208	Clutch (sports)
DIS004732	Fibrous dysplasia of bone
DIS004733	Paraovarian cyst
DIS004735	Herpetic whitlow
DIS004738	Adducted thumb syndrome
DIS002215	Annual ryegrass toxicity
DIS004739	Hereditary pancreatitis
DIS004222	T-cell lymphoma
DIS004741	Fecal incontinence
DIS002218	Monteggia fracture
DIS004743	Trichophagia
DIS004744	Right ventricular hypertrophy
DIS004745	Ullrich congenital muscular dystrophy
DIS004747	Fungal sinusitis
DIS004748	Lutembacher's syndrome
DIS004750	Bile acid malabsorption
DIS004751	Idiopathic hypersomnia
DIS004752	Left ventricular hypertrophy
DIS000223	Pancreatic acinar metaplasia
DIS002231	Gray matter heterotopia
DIS004757	Thrombocytopenic purpura
DIS004758	Middle back pain
DIS002234	Wheat leaf rust
DIS004759	Lateral medullary syndrome
DIS004760	Lesch–Nyhan syndrome
DIS004761	AV nodal reentrant tachycardia
DIS004762	Fructose malabsorption
DIS004763	Alternating hemiplegia of childhood
DIS004764	Nephritis
DIS002240	Susto
DIS004766	Paracetamol poisoning
DIS002242	Laminitis
DIS004767	Cauliflower ear
DIS004769	Central sleep apnea
DIS004771	Ventricular hypertrophy
DIS002248	Cytokine release syndrome
DIS004773	Velopharyngeal inadequacy
DIS004774	Chiari malformation
DIS004775	Birth defect
DIS002251	Inflation
DIS010270	Aspirin exacerbated respiratory disease
DIS004777	Germinal matrix hemorrhage
DIS004778	Vulvar intraepithelial neoplasia
DIS004259	Immune disorder
DIS004779	AL amyloidosis
DIS004780	Kearns–Sayre syndrome
DIS002256	Follicle-stimulating hormone insensitivity
DIS004781	Cysts of the jaws
DIS004782	Lichen ruber moniliformis
DIS004783	Shwachman–Diamond syndrome
DIS004784	Motion sickness
DIS004785	Renal cortical necrosis
DIS004266	Bruit
DIS004786	Lecithin cholesterol acyltransferase deficiency
DIS004787	Tympanosclerosis
DIS002263	Olfactory reference syndrome
DIS004788	Paget's disease of bone
DIS004791	Pyogenic liver abscess
DIS004792	Sulfhemoglobinemia
DIS004794	Patau syndrome
DIS004795	African iron overload
DIS002271	Software brittleness
DIS004796	Reflux nephropathy
DIS004797	Dermatographic urticaria
DIS004278	Uveal melanoma
DIS004798	Chronic traumatic encephalopathy
DIS004799	Ventricular tachycardia
DIS004800	Congenital muscular dystrophy
DIS004802	Erythema ab igne
DIS002277	Dementia praecox
DIS004805	Frontonasal dysplasia
DIS004806	Lymphoma
DIS004807	Trichuriasis
DIS004808	Cerebellar hypoplasia
DIS004810	Fibromyalgia
DIS004811	Vaginismus
DIS002287	Sarcopenic obesity
DIS004812	Pulmonary fibrosis
DIS004813	Obstructed labour
DIS004814	Immune thrombocytopenic purpura
DIS004816	Tarsal tunnel syndrome
DIS004819	Vitelliform macular dystrophy
DIS004820	Narcolepsy
DIS004821	Carpenter syndrome
DIS004822	Marinesco–Sjögren syndrome
DIS002297	Heinrich event
DIS004824	Black hairy tongue
DIS002299	Colles' fracture
DIS004825	Delirium
DIS000098	Focal hyperhidrosis
DIS000230	Primary immunodeficiency
DIS004826	Cronkhite–Canada syndrome
DIS004827	Progressive supranuclear palsy
DIS004828	Hereditary motor and sensory neuropathy
DIS004829	Kleptomania
DIS004830	Spinal muscular atrophy
DIS004832	Nasal polyp
DIS004833	Non-small-cell lung carcinoma
DIS004835	Paraneoplastic syndrome
DIS002310	Intranodal palisaded myofibroblastoma
DIS004836	Caudal regression syndrome
DIS009003	Wernicke encephalopathy
DIS004838	Convergence insufficiency
DIS004839	Hypertriglyceridemia
DIS004840	Burning mouth syndrome
DIS004841	Hyperekplexia
DIS004842	Morvan's syndrome
DIS004843	HIV/AIDS
DIS004844	Anovulation
DIS000232	Larsen syndrome
DIS004846	Hunter syndrome
DIS004847	Cystinosis
DIS004848	Salivary gland tumour
DIS004849	Pseudo-Hurler polydystrophy
DIS004850	Psychomotor retardation
DIS004851	Tardive dyskinesia
DIS002326	Black sigatoka
DIS004852	Psychomotor agitation
DIS004853	Hereditary spastic paraplegia
DIS004855	Mercury poisoning
DIS000633	Sarcomatoid carcinoma
DIS013234	Leukemid
DIS002331	Palisaded encapsulated neuroma
DIS004858	Omental infarction
DIS008791	intestinal pseudo-obstruction
DIS004860	Pantothenate kinase-associated neurodegeneration
DIS004339	Chromhidrosis
DIS004865	Panniculitis
DIS002339	Savant syndrome
DIS004866	Placental abruption
DIS004868	Thromboangiitis obliterans
DIS004869	Subarachnoid hemorrhage
DIS004870	Membranous glomerulonephritis
DIS004873	Paroxysmal cold hemoglobinuria
DIS004874	Klippel–Trénaunay syndrome
DIS004875	Carcinoid
DIS004876	Parkinsonism
DIS004877	Commotio cordis
DIS004878	Mittelschmerz
DIS004879	Chlamydia infection
DIS004880	Oculopharyngeal muscular dystrophy
DIS004881	Endometrial cancer
DIS004360	Coffin–Siris syndrome
DIS004884	Agoraphobia
DIS004885	Hereditary hyperbilirubinemia
DIS004364	Psychosocial short stature
DIS004886	Laryngotracheal stenosis
DIS004887	Hypochondroplasia
DIS004888	Urachal cancer
DIS002363	Congenital self-healing reticulohistiocytosis
DIS004890	Branchial cleft cyst
DIS004891	Ganglion cyst
DIS004893	Hairy leukoplakia
DIS004894	Toxic and nutritional optic neuropathy
DIS004895	Trigonocephaly
DIS004896	Metaphyseal dysplasia
DIS002370	Highland Clearances
DIS004898	Optic neuropathy
DIS004900	Juvenile polyposis syndrome
DIS004902	Pectus carinatum
DIS004903	Skeletal fluorosis
DIS004904	Meningoencephalitis
DIS002378	Grandiose delusions
DIS002380	Chronic gastritis
DIS004909	Myopathy
DIS004910	Pilomatricoma
DIS002383	Renal medullary fibroma
DIS004911	Achilles tendon rupture
DIS004912	Peritoneal mesothelioma
DIS004914	Spasticity
DIS004393	CAMFAK syndrome
DIS009023	Esophageal achalasia
DIS004918	Jones fracture
DIS004920	Torsion dystonia
DIS002392	Persistent hyperplastic primary vitreous
DIS004921	Cervical pregnancy
DIS004922	Hereditary leiomyomatosis and renal cell cancer syndrome
DIS004923	Panic attack
DIS004924	Neonatal hepatitis
DIS004926	Cobb syndrome
DIS004927	Acute bronchitis
DIS004928	Keratosis pilaris
DIS004930	Hemiballismus
DIS004931	Paroxysmal nonkinesigenic dyskinesia
DIS004932	Vasculitis
DIS004933	Transient synovitis
DIS004934	Farmer's lung
DIS004935	Hurler syndrome
DIS004937	Aggressive NK-cell leukemia
DIS002409	Inflammatory myofibroblastic tumour
DIS004940	Eisenmenger's syndrome
DIS004941	Spondyloepiphyseal dysplasia congenita
DIS004942	Cerebral arteriovenous malformation
DIS004943	Hypoplastic right heart syndrome
DIS004944	Darier's disease
DIS004945	Squamous cell carcinoma
DIS004947	Carotenosis
DIS000242	Fin rot
DIS004949	Hidradenitis
DIS004950	Respiratory disease
DIS002425	Pleomorphic xanthoastrocytoma
DIS004954	Acid–base imbalance
DIS004416	Cerebral dysgenesis–neuropathy–ichthyosis–keratoderma syndrome
DIS002426	Illusory palinopsia
DIS004956	Chordee
DIS004957	Omenn syndrome
DIS004958	Phyllodes tumor
DIS004960	Aplastic anemia
DIS004961	Langer–Giedion syndrome
DIS004966	Berylliosis
DIS004967	Stenosis
DIS002436	Atlanta race riot
DIS004969	Orthostatic intolerance
DIS004970	Transitional cell carcinoma
DIS004971	Metatarsophalangeal joint sprain
DIS004963	Circadian rhythm sleep disorder
DIS004952	Keratoconjunctivitis
DIS004973	Cortical blindness
DIS004975	Jefferson fracture
DIS004976	Galactorrhea
DIS004452	Spinal muscular atrophy with progressive myoclonic epilepsy
DIS004977	Obstetric fistula
DIS004978	Clouston's hidrotic ectodermal dysplasia
DIS002449	Fiddler's neck
DIS004979	Myoglobinuria
DIS004980	Stimmler syndrome
DIS004981	Keratoacanthoma
DIS002452	Mirror syndrome
DIS004982	Lactose intolerance
DIS004457	Myosarcoma
DIS004983	Anxiety disorder
DIS002454	Dysembryoplastic neuroepithelial tumour
DIS004984	Sunburn
DIS004985	Basilar skull fracture
DIS004986	Pedophilia
DIS002457	Internal bleeding
DIS004987	Hypomania
DIS002458	Vasoplegic syndrome
DIS004988	Pemphigoid
DIS004990	Duodenal cancer
DIS004465	Papillary serous cystadenocarcinoma
DIS004991	Hartnup disease
DIS004992	Nasopharynx cancer
DIS004469	Lelis syndrome
DIS004995	Gingival disease
DIS004470	Papilloma
DIS004996	Acrania
DIS004997	Iniencephaly
DIS002468	Progressive myoclonus epilepsy
DIS004998	Cholestasis
DIS004999	Pelizaeus–Merzbacher disease
DIS002470	Androgen deficiency
DIS005000	Gingival enlargement
DIS005001	Limb-girdle muscular dystrophy
DIS005002	Corneal ulcer
DIS005005	Down syndrome
DIS005006	Ovarian torsion
DIS008631	Leber congenital amaurosis
DIS005008	Leukoplakia
DIS005009	Polycystic ovary syndrome
DIS005011	Gastrinoma
DIS002482	Triangular alopecia
DIS005012	Complement deficiency
DIS004487	Cognitive deficit
DIS005013	Spondylolysis
DIS005014	Cerebral softening
DIS005015	Meconium peritonitis
DIS005016	Fraser syndrome
DIS005017	Ménière's disease
DIS005018	Chronic prostatitis/chronic pelvic pain syndrome
DIS002489	Mal de debarquement
DIS005019	Synovial osteochondromatosis
DIS005020	22q13 deletion syndrome
DIS005021	Multiple chemical sensitivity
DIS005022	Acute intermittent porphyria
DIS005023	Intellectual disability
DIS005025	Hydrocele testis
DIS002497	Blister beetle dermatitis
DIS005026	Adrenocortical carcinoma
DIS005027	AA amyloidosis
DIS005028	Mood disorder
DIS000685	Louping ill
DIS005029	Wheat allergy
DIS005030	Stickler syndrome
DIS005031	Spondyloepimetaphyseal dysplasia, Strudwick type
DIS005032	Marfan syndrome
DIS005033	Haemophilus meningitis
DIS005035	Colloid cyst
DIS005036	Takayasu's arteritis
DIS005037	Esophageal food bolus obstruction
DIS005038	Cholesterol embolism
DIS005039	Landau–Kleffner syndrome
DIS005041	Sternal fracture
DIS005042	Stress fracture
DIS004518	Heat illness
DIS002514	Atelosteogenesis, type II
DIS005043	Alagille syndrome
DIS005044	Anal fistula
DIS005045	Optic disc drusen
DIS004521	Hereditary sclerosing poikiloderma
DIS005046	Coagulopathy
DIS004522	Exanthem
DIS005047	Refractive error
DIS005048	Premenstrual dysphoric disorder
DIS000252	Gender disparities in health
DIS005051	Erythema
DIS002523	Sundowning
DIS005052	Ovarian cyst
DIS005053	Prune belly syndrome
DIS005054	Flock worker's lung
DIS005055	Orthostatic hypotension
DIS002527	Palpable purpura
DIS005056	Chronic cerebrospinal venous insufficiency
DIS002528	Rheumatoid pleuritis
DIS005040	Protein C deficiency
DIS005060	Ototoxicity
DIS005062	Cone dystrophy
DIS004538	Thymic carcinoma
DIS005065	Fahr's syndrome
DIS005066	Diplopia
DIS005067	Hypertensive retinopathy
DIS002539	Anorexia (symptom)
DIS005069	Melorheostosis
DIS005070	Binswanger's disease
DIS005071	Blue diaper syndrome
DIS005072	Traveler's diarrhea
DIS005073	Primary lateral sclerosis
DIS005074	Listeriosis
DIS005075	Gunther disease
DIS002547	Multiple evanescent white dot syndrome
DIS005076	Obstructive lung disease
DIS005077	Wolcott–Rallison syndrome
DIS005078	Pott disease
DIS005079	Exocrine pancreatic insufficiency
DIS005081	Appendicitis
DIS005082	Li–Fraumeni syndrome
DIS005085	Solitary pulmonary nodule
DIS005087	Xeroderma pigmentosum
DIS005088	Pseudohypoparathyroidism
DIS005089	Proximal femoral focal deficiency
DIS005091	Acute erythroid leukemia
DIS005092	Oligomenorrhea
DIS005093	Orchitis
DIS002565	Glycerol kinase deficiency
DIS005096	Medium-chain acyl-coenzyme A dehydrogenase deficiency
DIS005097	Pancytopenia
DIS005098	Spinal cord injury
DIS005099	Tension headache
DIS002571	Infectious necrotic hepatitis
DIS005100	Exercise intolerance
DIS005102	Large for gestational age
DIS005103	Cholecystitis
DIS005104	Frontotemporal lobar degeneration
DIS005105	Cerebrotendineous xanthomatosis
DIS005106	Sprained ankle
DIS005107	Trichomoniasis
DIS005108	Boutonneuse fever
DIS002580	Calcification
DIS005109	Lymphomatoid granulomatosis
DIS002581	Craniotabes
DIS005111	Pseudomyxoma peritonei
DIS005112	Uhl anomaly
DIS005113	Orthohantavirus
DIS005114	Calcinosis cutis
DIS005117	Reactive attachment disorder
DIS005119	Fugue state
DIS005121	Chordoma
DIS005122	Congestive hepatopathy
DIS005124	Diabetes mellitus type 2
DIS005126	Nightmare disorder
DIS005127	Mycosis fungoides
DIS005128	Craniopharyngioma
DIS005129	Kabuki syndrome
DIS005131	Microscopic polyangiitis
DIS005132	Myelitis
DIS005133	Roberts syndrome
DIS005135	Sézary disease
DIS004612	Metatarsalgia
DIS005136	Overjet
DIS002609	Angiodysplasia
DIS005138	Blastomycosis
DIS005139	Lactic acidosis
DIS005140	Wandering spleen
DIS005141	Morquio syndrome
DIS009976	Type 2 diabetes
DIS005142	Dacryocystitis
DIS005143	Pervasive developmental disorder not otherwise specified
DIS005145	Central neurocytoma
DIS005147	Cyclopia
DIS005149	Pneumocystis pneumonia
DIS002620	Salivary duct stricture
DIS005150	Lymphangiosarcoma
DIS005151	Substance-related disorder
DIS013467	Meckel-Gruber syndrome
DIS005152	Neonatal infection
DIS005153	Siderosis
DIS014261	Meckel–Gruber syndrome
DIS010317	Juvenile plantar dermatosis
DIS005157	Dicarboxylic aminoaciduria
DIS004622	Parametritis
DIS005158	Developmental disorder
DIS005160	Oguchi disease
DIS004617	IPEX syndrome
DIS005161	Cataplexy
DIS005162	Carnitine palmitoyltransferase II deficiency
DIS005164	Klebsiella pneumonia
DIS005165	Major depressive episode
DIS005166	Cervical spine disorder
DIS002637	Visual extinction
DIS005167	Hypovolemia
DIS005168	Infective endocarditis
DIS005169	VACTERL association
DIS005170	Cutaneous horn
DIS005171	Dejerine–Roussy syndrome
DIS005172	Cerebral edema
DIS005173	Hypervitaminosis A
DIS005174	Central facial palsy
DIS008133	Pediatric acute-onset neuropsychiatric syndrome
DIS005175	Arachnodactyly
DIS005177	Winged scapula
DIS002645	Pediatric acute-onset neuropsychiatric syndrome (PANS)
DIS002651	Sidebone
DIS005182	Dysgraphia
DIS005183	Presbyopia
DIS005184	Berdon syndrome
DIS005185	Cocaine dependence
DIS005186	Cradle cap
DIS005187	Eumycetoma
DIS005188	Epidural hematoma
DIS002660	Bullwhip effect
DIS005190	Arsenic poisoning
DIS005191	Chikungunya
DIS005192	Baby colic
DIS005193	Necrotizing fasciitis
DIS005194	Gray baby syndrome
DIS005195	Unilateral hearing loss
DIS002667	Fetal adenocarcinoma
DIS005197	Hypervitaminosis D
DIS005198	Aquagenic urticaria
DIS005199	Cartilage–hair hypoplasia
DIS005200	Amniotic fluid embolism
DIS002672	Williams–Campbell syndrome
DIS005201	PAPA syndrome
DIS005202	Marginal zone B-cell lymphoma
DIS005204	Lichen nitidus
DIS005205	Visual impairment
DIS005206	Diastasis symphysis pubis
DIS002678	Cotton fever
DIS005207	Scarlet fever
DIS005208	Carcinoid syndrome
DIS005209	Cryptosporidiosis
DIS004673	Bipolar I disorder
DIS005211	Chronic lymphocytic leukemia
DIS005212	Laennec's cirrhosis
DIS005214	Peripartum cardiomyopathy
DIS005215	Sly syndrome
DIS002686	Tip of the tongue
DIS004694	Zaspopathy
DIS002687	Agraphesthesia
DIS005218	Drusen
DIS005219	Central diabetes insipidus
DIS005220	Amoebiasis
DIS005221	Arterial embolism
DIS004699	Otocephaly
DIS005222	Klatskin tumor
DIS005223	Minimal change disease
DIS005224	Vasa praevia
DIS005225	Congenital contractural arachnodactyly
DIS004692	17q21.31 microdeletion syndrome
DIS004705	Persistent fetal circulation
DIS005228	Tolosa–Hunt syndrome
DIS005229	Glutaric aciduria type 1
DIS005230	Hereditary spherocytosis
DIS005231	Nonvenereal endemic syphilis
DIS005235	Wrist drop
DIS005236	Irregular sleep–wake rhythm
DIS005237	Pseudofolliculitis barbae
DIS005239	Dyscalculia
DIS005240	Falls in older adults
DIS005242	Aortopulmonary septal defect
DIS005243	Somatization disorder
DIS005245	Hemangioblastoma
DIS005246	Aberrant subclavian artery
DIS005250	Chorea
DIS005252	Hypernasal speech
DIS005253	Muir–Torre syndrome
DIS005254	Rhinoscleroma
DIS005255	Ichthyosis
DIS005249	Salla disease
DIS005258	Congenital amegakaryocytic thrombocytopenia
DIS005259	Ehlers–Danlos syndromes
DIS004737	Interdigitating dendritic cell sarcoma
DIS005260	Friedreich's ataxia
DIS007196	Dermatophytosis
DIS005262	Salpingitis
DIS014275	Axenfeld–Rieger syndrome
DIS005263	Arthropathy
DIS005265	18p-
DIS005266	Granulomatous amoebic encephalitis
DIS005267	Alport syndrome
DIS005268	Legg–Calvé–Perthes disease
DIS005269	Primary aldosteronism
DIS005272	Acrodermatitis enteropathica
DIS004749	Muscle tissue neoplasm
DIS005273	Dislocated shoulder
DIS005274	Pierre Robin syndrome
DIS005275	Brown-Séquard syndrome
DIS005276	Hay–Wells syndrome
DIS005277	Lafora disease
DIS005278	Neonatal hemochromatosis
DIS004755	Histiocytic sarcoma
DIS005280	Exophthalmos
DIS005281	Post-dural-puncture headache
DIS005282	Microcephaly
DIS005283	Chance fracture
DIS005285	Clavicle fracture
DIS005286	Pelvic fracture
DIS004765	Langerhans cell sarcoma
DIS005287	Benign fibrous histiocytoma
DIS005289	Tick-borne encephalitis
DIS005290	Medullary sponge kidney
DIS005291	Malaria
DIS005292	Hypokalemic periodic paralysis
DIS005294	Pulmonary hypoplasia
DIS005295	Vesicointestinal fistula
DIS005296	Hospital-acquired infection
DIS005297	Congenital myopathy
DIS005298	Aneurysm
DIS005299	Kaufman oculocerebrofacial syndrome
DIS005300	Bipolar II disorder
DIS005301	Malum perforans
DIS005302	Atrophic vaginitis
DIS005303	Subacromial bursitis
DIS005309	Alström syndrome
DIS005312	Nocturnal sleep-related eating disorder
DIS008129	Heart failure with preserved ejection fraction
DIS005314	Urethral syndrome
DIS005315	Astrocytoma
DIS005317	Night eating syndrome
DIS005319	Tinea barbae
DIS005320	Epidemic typhus
DIS005322	Tricuspid atresia
DIS005324	Spondyloepimetaphyseal dysplasia, Pakistani type
DIS004790	Channelopathy
DIS005325	Otodental syndrome
DIS005326	Pityriasis amiantacea
DIS005327	Deficiency of the interleukin-1–receptor antagonist
DIS005310	Renal cyst
DIS005329	Microvillous inclusion disease
DIS005330	Marshall syndrome
DIS005332	Intraparenchymal hemorrhage
DIS005333	Buschke–Ollendorff syndrome
DIS005334	Babesiosis
DIS005335	Impulse control disorder
DIS005336	Pulmonary laceration
DIS005337	Infantile cortical hyperostosis
DIS005338	Pulmonary contusion
DIS004815	Asterixis
DIS005339	Hereditary neuralgic amyotrophy
DIS005340	Tracheitis
DIS005323	Cardiorenal syndrome
DIS005341	Keloid
DIS005342	Mastoiditis
DIS005343	Naegleriasis
DIS005347	Hypercoagulability in pregnancy
DIS005350	Acute prostatitis
DIS005352	Neuromyelitis optica
DIS014280	Exercise-induced collapse
DIS005353	Acute megakaryoblastic leukemia
DIS005354	Anomalous pulmonary venous connection
DIS004831	Small intestine cancer
DIS005355	Atrial fibrillation
DIS005356	Enchondroma
DIS005358	Pleural empyema
DIS005359	Atrial flutter
DIS005360	Cerebral amyloid angiopathy
DIS005361	Pseudopseudohypoparathyroidism
DIS005362	Abdallat–Davis–Farrage syndrome
DIS005363	Levo-Transposition of the great arteries
DIS005365	Glycogen storage disease type II
DIS005366	Retroperitoneal fibrosis
DIS005348	Chondroma
DIS005369	Acetabular fracture
DIS005371	Rheumatic fever
DIS005373	Autoimmune hepatitis
DIS005374	Milk allergy
DIS005375	Transient global amnesia
DIS005376	Megalencephaly
DIS005377	Photophobia
DIS005378	Ventilator-associated pneumonia
DIS005379	Hyperthyroidism
DIS005380	Ramsay Hunt syndrome type 1
DIS004857	Pinealoblastoma
DIS005381	Pancreatic pseudocyst
DIS000285	Closed head injury
DIS005383	Poliomyelitis
DIS005384	Otosclerosis
DIS010181	Polio
DIS002849	Börjeson-Forssman-Lehmann syndrome
DIS005385	Somatostatinoma
DIS005386	Anterior cerebral artery syndrome
DIS005388	Brain herniation
DIS005390	Head lice infestation
DIS005391	DiGeorge syndrome
DIS005392	Angelman syndrome
DIS005393	Eagle syndrome
DIS005394	Klüver–Bucy syndrome
DIS004871	Trismus
DIS005395	Cotard delusion
DIS005396	Parathyroid carcinoma
DIS008357	Maxillary hypoplasia
DIS005398	Mange
DIS005399	Diffuse esophageal spasm
DIS004861	Tinea nigra
DIS005400	Nutcracker esophagus
DIS005401	Intestinal neuronal dysplasia
DIS005402	Piriformis syndrome
DIS005405	Subacute combined degeneration of spinal cord
DIS005408	Nasal septum perforation
DIS008130	Trichobacteriosis axillaris
DIS005412	Myelopathy
DIS005411	Oculocerebrocutaneous syndrome
DIS005413	Chronic progressive external ophthalmoplegia
DIS005415	Post-traumatic epilepsy
DIS004882	Laron syndrome
DIS005416	Mitochondrial disease
DIS005417	Orbital cellulitis
DIS005418	Behr syndrome
DIS005419	Focal segmental glomerulosclerosis
DIS004897	Balanitis plasmacellularis
DIS005420	Osteochondrosis
DIS005387	Keratocystic odontogenic tumour
DIS005421	Human granulocytic anaplasmosis
DIS005422	Syringomyelia
DIS005423	Cherubism
DIS005425	Calcaneal fracture
DIS004905	Mallet finger
DIS004907	Leiomyoma
DIS005430	Rickettsiosis
DIS005432	Kerion
DIS005433	Brucellosis
DIS005434	Skin cancer
DIS005435	Acanthocheilonemiasis
DIS005436	Hereditary stomatocytosis
DIS005437	Congenital adrenal hyperplasia
DIS005427	Monilethrix
DIS005438	Hypersalivation
DIS005439	Ascites
DIS005440	Femoral hernia
DIS005441	Swine influenza
DIS005442	Lentigo maligna
DIS004919	Fecal vomiting
DIS005443	Fibrothorax
DIS005444	Pesticide poisoning
DIS005445	Carney complex
DIS005446	Marasmus
DIS005447	Spinal muscular atrophies
DIS005448	Pes cavus
DIS005450	Dandruff
DIS005451	Penetrating head injury
DIS005452	Chondroblastoma
DIS014295	Vacuolar interface dermatitis
DIS005454	Recurrent corneal erosion
DIS005455	Erethism
DIS005456	Squamous-cell thyroid carcinoma
DIS005457	Prolactinoma
DIS005459	Synkinesis
DIS005460	Irritant diaper dermatitis
DIS005461	Catatonia
DIS005462	Florid cutaneous papillomatosis
DIS005463	West Nile fever
DIS005465	Dermatofibrosarcoma protuberans
DIS005467	Athetosis
DIS005470	Multiple endocrine neoplasia type 1
DIS005471	False pregnancy
DIS005472	Amnesia
DIS005473	Fibrocystic breast changes
DIS005475	Distal spinal muscular atrophy type 1
DIS005477	Abdominal trauma
DIS010281	Magnesium deficiency
DIS005480	Chromium deficiency
DIS005481	Molar pregnancy
DIS004948	Iridocorneal endothelial syndrome
DIS005482	Latent iron deficiency
DIS005484	Miller–Dieker syndrome
DIS005485	Barakat syndrome
DIS005486	Unhappy triad
