disease_id	name	url
DIS001317	British Agricultural Revolution	http://en.wikipedia.org/wiki/British_Agricultural_Revolution
DIS001318	Transmissible mink encephalopathy	http://en.wikipedia.org/wiki/Transmissible_mink_encephalopathy
DIS001319	Limp wristing	http://en.wikipedia.org/wiki/Limp_wristing
DIS001320	Output compare	http://en.wikipedia.org/wiki/Output_compare
DIS001321	Crossmodal	http://en.wikipedia.org/wiki/Crossmodal
DIS001322	Histotoxic hypoxia	http://en.wikipedia.org/wiki/Histotoxic_hypoxia
DIS001323	Krapcho decarboxylation	http://en.wikipedia.org/wiki/Krapcho_decarboxylation
DIS001324	Slater's condition	http://en.wikipedia.org/wiki/Slater's_condition
DIS001325	Injective function	http://en.wikipedia.org/wiki/Injective_function
DIS001326	Pull to par	http://en.wikipedia.org/wiki/Pull_to_par
DIS001327	Diderot effect	http://en.wikipedia.org/wiki/Diderot_effect
DIS001328	Friendship paradox	http://en.wikipedia.org/wiki/Friendship_paradox
DIS001329	Ichthyosis linearis circumflexa	http://en.wikipedia.org/wiki/Ichthyosis_linearis_circumflexa
DIS001330	Swelling (medical)	http://en.wikipedia.org/wiki/Swelling_(medical)
DIS001331	Lipoatrophia annularis	http://en.wikipedia.org/wiki/Lipoatrophia_annularis
DIS001332	Drainage system (geomorphology)	http://en.wikipedia.org/wiki/Drainage_system_(geomorphology)
DIS001333	Spinal stenosis	http://en.wikipedia.org/wiki/Spinal_stenosis
DIS001334	Free variation	http://en.wikipedia.org/wiki/Free_variation
DIS001335	Abbott artery	http://en.wikipedia.org/wiki/Abbott_artery
DIS001336	Penicillium expansum	http://en.wikipedia.org/wiki/Penicillium_expansum
DIS001337	Tourism in Chicago	http://en.wikipedia.org/wiki/Tourism_in_Chicago
DIS001338	Evolutionary radiation	http://en.wikipedia.org/wiki/Evolutionary_radiation
DIS001339	Black point (disease)	http://en.wikipedia.org/wiki/Black_point_(disease)
DIS001340	Surrender Dorothy	http://en.wikipedia.org/wiki/Surrender_Dorothy
DIS001341	Emergency exit	http://en.wikipedia.org/wiki/Emergency_exit
DIS001342	Deductible	http://en.wikipedia.org/wiki/Deductible
DIS001343	U.S. Woodland	http://en.wikipedia.org/wiki/U.S._Woodland
DIS001344	Black dog syndrome	http://en.wikipedia.org/wiki/Black_dog_syndrome
DIS001345	Night vision	http://en.wikipedia.org/wiki/Night_vision
DIS001346	Total indicator reading	http://en.wikipedia.org/wiki/Total_indicator_reading
DIS001347	Economic satiation	http://en.wikipedia.org/wiki/Economic_satiation
DIS001348	Gravitational mirage	http://en.wikipedia.org/wiki/Gravitational_mirage
DIS001349	Adipsia	http://en.wikipedia.org/wiki/Adipsia
DIS001350	Retroactive continuity	http://en.wikipedia.org/wiki/Retroactive_continuity
DIS001351	Resting energy expenditure	http://en.wikipedia.org/wiki/Resting_energy_expenditure
DIS001352	Judicial review in the United States	http://en.wikipedia.org/wiki/Judicial_review_in_the_United_States
DIS001353	Income deficit	http://en.wikipedia.org/wiki/Income_deficit
DIS001354	Christmas creep	http://en.wikipedia.org/wiki/Christmas_creep
DIS001355	Galen Partners	http://en.wikipedia.org/wiki/Galen_Partners
DIS001356	Yax Lizard	http://en.wikipedia.org/wiki/Yax_Lizard
DIS001357	Juvenile cellulitis	http://en.wikipedia.org/wiki/Juvenile_cellulitis
DIS001358	Indicator function	http://en.wikipedia.org/wiki/Indicator_function
DIS001359	Inflationary gap	http://en.wikipedia.org/wiki/Inflationary_gap
DIS001360	Halocline	http://en.wikipedia.org/wiki/Halocline
DIS001361	Direct material usage variance	http://en.wikipedia.org/wiki/Direct_material_usage_variance
DIS001362	Cancer syndrome	http://en.wikipedia.org/wiki/Cancer_syndrome
DIS001363	Papillary fibroelastoma	http://en.wikipedia.org/wiki/Papillary_fibroelastoma
DIS001364	Loan covenant	http://en.wikipedia.org/wiki/Loan_covenant
DIS001365	Upper motor neuron lesion	http://en.wikipedia.org/wiki/Upper_motor_neuron_lesion
DIS001366	Markó–Lam deoxygenation	http://en.wikipedia.org/wiki/Markó–Lam_deoxygenation
DIS001367	Voltage	http://en.wikipedia.org/wiki/Voltage
DIS001368	Zettabyte	http://en.wikipedia.org/wiki/Zettabyte
DIS001369	Hornslet wind-turbine collapse	http://en.wikipedia.org/wiki/Hornslet_wind-turbine_collapse
DIS001370	Median palatal cyst	http://en.wikipedia.org/wiki/Median_palatal_cyst
DIS001371	Hazard (computer architecture)	http://en.wikipedia.org/wiki/Hazard_(computer_architecture)
DIS001372	Paternò–Büchi reaction	http://en.wikipedia.org/wiki/Paternò–Büchi_reaction
DIS001373	Perifollicular fibroma	http://en.wikipedia.org/wiki/Perifollicular_fibroma
DIS001374	Hillclimbing (railway)	http://en.wikipedia.org/wiki/Hillclimbing_(railway)
DIS001375	Dakin–West reaction	http://en.wikipedia.org/wiki/Dakin–West_reaction
DIS001376	Minisci reaction	http://en.wikipedia.org/wiki/Minisci_reaction
DIS001377	Mammary tumor	http://en.wikipedia.org/wiki/Mammary_tumor
DIS001378	Antagonism (chemistry)	http://en.wikipedia.org/wiki/Antagonism_(chemistry)
DIS001379	Twin Anemia-Polycythemia Sequence	http://en.wikipedia.org/wiki/Twin_Anemia-Polycythemia_Sequence
DIS001380	Arteriosclerosis obliterans	http://en.wikipedia.org/wiki/Arteriosclerosis_obliterans
DIS001381	Saint Louis encephalitis	http://en.wikipedia.org/wiki/Saint_Louis_encephalitis
DIS001382	Cardiac myxoma	http://en.wikipedia.org/wiki/Cardiac_myxoma
DIS001383	Quantum	http://en.wikipedia.org/wiki/Quantum
DIS001384	Dangling else	http://en.wikipedia.org/wiki/Dangling_else
DIS001385	School run	http://en.wikipedia.org/wiki/School_run
DIS001386	Brain metastasis	http://en.wikipedia.org/wiki/Brain_metastasis
DIS001387	Chemical pneumonitis	http://en.wikipedia.org/wiki/Chemical_pneumonitis
DIS001388	Grob fragmentation	http://en.wikipedia.org/wiki/Grob_fragmentation
DIS001389	Equilibrium fractionation	http://en.wikipedia.org/wiki/Equilibrium_fractionation
DIS001390	Erondu–Cymet syndrome	http://en.wikipedia.org/wiki/Erondu–Cymet_syndrome
DIS001391	Restenosis	http://en.wikipedia.org/wiki/Restenosis
DIS001392	Boord olefin synthesis	http://en.wikipedia.org/wiki/Boord_olefin_synthesis
DIS001393	Weerman degradation	http://en.wikipedia.org/wiki/Weerman_degradation
DIS001394	Transplant glomerulopathy	http://en.wikipedia.org/wiki/Transplant_glomerulopathy
DIS001395	Blueberry muffin baby	http://en.wikipedia.org/wiki/Blueberry_muffin_baby
DIS001396	Cushing ulcer	http://en.wikipedia.org/wiki/Cushing_ulcer
DIS001397	BPP (complexity)	http://en.wikipedia.org/wiki/BPP_(complexity)
DIS001398	Sexual tension	http://en.wikipedia.org/wiki/Sexual_tension
DIS001399	Coal ball	http://en.wikipedia.org/wiki/Coal_ball
DIS001400	Megabyte	http://en.wikipedia.org/wiki/Megabyte
DIS001401	Doege–Potter syndrome	http://en.wikipedia.org/wiki/Doege–Potter_syndrome
DIS001402	Transgranular fracture	http://en.wikipedia.org/wiki/Transgranular_fracture
DIS001403	Pompeian Styles	http://en.wikipedia.org/wiki/Pompeian_Styles
DIS001404	Active record pattern	http://en.wikipedia.org/wiki/Active_record_pattern
DIS001405	CAAT box	http://en.wikipedia.org/wiki/CAAT_box
DIS001406	Manifold vacuum	http://en.wikipedia.org/wiki/Manifold_vacuum
DIS001407	Bridge pattern	http://en.wikipedia.org/wiki/Bridge_pattern
DIS001408	Italian Renaissance	http://en.wikipedia.org/wiki/Italian_Renaissance
DIS001409	Metalation	http://en.wikipedia.org/wiki/Metalation
DIS001410	Premenstrual water retention	http://en.wikipedia.org/wiki/Premenstrual_water_retention
DIS001411	1,2-rearrangement	http://en.wikipedia.org/wiki/1,2-rearrangement
DIS001412	Eight queens puzzle	http://en.wikipedia.org/wiki/Eight_queens_puzzle
DIS001413	Glomeruloid hemangioma	http://en.wikipedia.org/wiki/Glomeruloid_hemangioma
DIS001414	Serving size	http://en.wikipedia.org/wiki/Serving_size
DIS001415	Summer of Love	http://en.wikipedia.org/wiki/Summer_of_Love
DIS001416	Bosch reaction	http://en.wikipedia.org/wiki/Bosch_reaction
DIS001417	Gougerot–Blum syndrome	http://en.wikipedia.org/wiki/Gougerot–Blum_syndrome
DIS001418	Osselet	http://en.wikipedia.org/wiki/Osselet
DIS001419	Single-serving visitor pattern	http://en.wikipedia.org/wiki/Single-serving_visitor_pattern
DIS001420	Computational topology	http://en.wikipedia.org/wiki/Computational_topology
DIS001421	Universal access to education	http://en.wikipedia.org/wiki/Universal_access_to_education
DIS001422	SMASH (hash)	http://en.wikipedia.org/wiki/SMASH_(hash)
DIS001423	Haramaki (clothing)	http://en.wikipedia.org/wiki/Haramaki_(clothing)
DIS001424	Táchira helicopter crash	http://en.wikipedia.org/wiki/Táchira_helicopter_crash
DIS001425	Barton reaction	http://en.wikipedia.org/wiki/Barton_reaction
DIS001426	Claisen rearrangement	http://en.wikipedia.org/wiki/Claisen_rearrangement
DIS001427	Discrepancy function	http://en.wikipedia.org/wiki/Discrepancy_function
DIS001428	Enterprise information integration	http://en.wikipedia.org/wiki/Enterprise_information_integration
DIS001429	Irlen syndrome	http://en.wikipedia.org/wiki/Irlen_syndrome
DIS001430	SHA-3	http://en.wikipedia.org/wiki/SHA-3
DIS001431	Light echo	http://en.wikipedia.org/wiki/Light_echo
DIS001432	Antenna effect	http://en.wikipedia.org/wiki/Antenna_effect
DIS001433	Messaging pattern	http://en.wikipedia.org/wiki/Messaging_pattern
DIS001434	RASopathy	http://en.wikipedia.org/wiki/RASopathy
DIS001435	Jobless recovery	http://en.wikipedia.org/wiki/Jobless_recovery
DIS001436	Body identification	http://en.wikipedia.org/wiki/Body_identification
DIS001437	Organic redox reaction	http://en.wikipedia.org/wiki/Organic_redox_reaction
DIS001438	Intestacy	http://en.wikipedia.org/wiki/Intestacy
DIS001439	Equine viral arteritis	http://en.wikipedia.org/wiki/Equine_viral_arteritis
DIS001440	Spring bloom	http://en.wikipedia.org/wiki/Spring_bloom
DIS001441	Polar mesospheric summer echoes	http://en.wikipedia.org/wiki/Polar_mesospheric_summer_echoes
DIS001442	Dissection problem	http://en.wikipedia.org/wiki/Dissection_problem
DIS001443	Soy allergy	http://en.wikipedia.org/wiki/Soy_allergy
DIS001444	Lihi	http://en.wikipedia.org/wiki/Lihi
DIS001445	Benign tumor	http://en.wikipedia.org/wiki/Benign_tumor
DIS001446	Data loss	http://en.wikipedia.org/wiki/Data_loss
DIS001447	Turner's hypoplasia	http://en.wikipedia.org/wiki/Turner's_hypoplasia
DIS001448	Pleomorphic T-cell lymphoma	http://en.wikipedia.org/wiki/Pleomorphic_T-cell_lymphoma
DIS001449	Bismuthia	http://en.wikipedia.org/wiki/Bismuthia
DIS001450	Witch's broom	http://en.wikipedia.org/wiki/Witch's_broom
DIS001451	Inflammatory fibroid polyp	http://en.wikipedia.org/wiki/Inflammatory_fibroid_polyp
DIS001452	Rectal pain	http://en.wikipedia.org/wiki/Rectal_pain
DIS001453	Ashi-magari	http://en.wikipedia.org/wiki/Ashi-magari
DIS001454	Multiple rule-based problems	http://en.wikipedia.org/wiki/Multiple_rule-based_problems
DIS001455	Echo Park (Colorado)	http://en.wikipedia.org/wiki/Echo_Park_(Colorado)
DIS001456	Robustness (computer science)	http://en.wikipedia.org/wiki/Robustness_(computer_science)
DIS001457	Perifollicular mucinosis	http://en.wikipedia.org/wiki/Perifollicular_mucinosis
DIS001458	Respiratory bronchiolitis interstitial lung disease	http://en.wikipedia.org/wiki/Respiratory_bronchiolitis_interstitial_lung_disease
DIS001459	Superoscillation	http://en.wikipedia.org/wiki/Superoscillation
DIS001460	Pseudoverrucous papules and nodules	http://en.wikipedia.org/wiki/Pseudoverrucous_papules_and_nodules
DIS001461	Credit limit	http://en.wikipedia.org/wiki/Credit_limit
DIS001462	Möbius function	http://en.wikipedia.org/wiki/Möbius_function
DIS001463	Field of view	http://en.wikipedia.org/wiki/Field_of_view
DIS001464	Raspberry leaf spot	http://en.wikipedia.org/wiki/Raspberry_leaf_spot
DIS001465	Bleb (cell biology)	http://en.wikipedia.org/wiki/Bleb_(cell_biology)
DIS001466	Dory Rips	http://en.wikipedia.org/wiki/Dory_Rips
DIS001467	Rainscald	http://en.wikipedia.org/wiki/Rainscald
DIS001468	Canine distemper	http://en.wikipedia.org/wiki/Canine_distemper
DIS001469	Brown ocean effect	http://en.wikipedia.org/wiki/Brown_ocean_effect
DIS001470	Convective overshoot	http://en.wikipedia.org/wiki/Convective_overshoot
DIS001471	Scotty Cramp	http://en.wikipedia.org/wiki/Scotty_Cramp
DIS001472	Tonal memory	http://en.wikipedia.org/wiki/Tonal_memory
DIS001473	Little cherry disease	http://en.wikipedia.org/wiki/Little_cherry_disease
DIS001474	Aluminothermic reaction	http://en.wikipedia.org/wiki/Aluminothermic_reaction
DIS001475	Meteoropathy	http://en.wikipedia.org/wiki/Meteoropathy
DIS001476	Spectrophobia	http://en.wikipedia.org/wiki/Spectrophobia
DIS001477	Service locator pattern	http://en.wikipedia.org/wiki/Service_locator_pattern
DIS001478	Low-grade fibromyxoid sarcoma	http://en.wikipedia.org/wiki/Low-grade_fibromyxoid_sarcoma
DIS001479	Compliance (physiology)	http://en.wikipedia.org/wiki/Compliance_(physiology)
DIS001480	October Revolution	http://en.wikipedia.org/wiki/October_Revolution
DIS001481	Oculomotor apraxia	http://en.wikipedia.org/wiki/Oculomotor_apraxia
DIS001482	World Series Cricket	http://en.wikipedia.org/wiki/World_Series_Cricket
DIS001483	McLafferty rearrangement	http://en.wikipedia.org/wiki/McLafferty_rearrangement
DIS001484	Pathologic fracture	http://en.wikipedia.org/wiki/Pathologic_fracture
DIS001485	Bullous lymphedema	http://en.wikipedia.org/wiki/Bullous_lymphedema
DIS001486	Theories of famines	http://en.wikipedia.org/wiki/Theories_of_famines
DIS001487	Primary tumors of the heart	http://en.wikipedia.org/wiki/Primary_tumors_of_the_heart
DIS001488	Leucostoma canker	http://en.wikipedia.org/wiki/Leucostoma_canker
DIS001489	Epidemic polyarthritis	http://en.wikipedia.org/wiki/Epidemic_polyarthritis
DIS001490	Chest pain in children	http://en.wikipedia.org/wiki/Chest_pain_in_children
DIS001491	Bronchodilatation	http://en.wikipedia.org/wiki/Bronchodilatation
DIS001492	Affective spectrum	http://en.wikipedia.org/wiki/Affective_spectrum
DIS001493	Raven Rock (Kentucky)	http://en.wikipedia.org/wiki/Raven_Rock_(Kentucky)
DIS001494	Secondary systemic amyloidosis	http://en.wikipedia.org/wiki/Secondary_systemic_amyloidosis
DIS001495	DeGrazia Gallery in the Sun Historic District	http://en.wikipedia.org/wiki/DeGrazia_Gallery_in_the_Sun_Historic_District
DIS001496	Xenoglossy	http://en.wikipedia.org/wiki/Xenoglossy
DIS001497	Forest dieback	http://en.wikipedia.org/wiki/Forest_dieback
DIS001498	Guardian Australia	http://en.wikipedia.org/wiki/Guardian_Australia
DIS001499	Josephson effect	http://en.wikipedia.org/wiki/Josephson_effect
DIS001500	Acalculia	http://en.wikipedia.org/wiki/Acalculia
DIS001501	Contact granuloma	http://en.wikipedia.org/wiki/Contact_granuloma
DIS001502	Eutypella parasitica	http://en.wikipedia.org/wiki/Eutypella_parasitica
DIS001503	Whisker (metallurgy)	http://en.wikipedia.org/wiki/Whisker_(metallurgy)
DIS001504	Cervicogenic headache	http://en.wikipedia.org/wiki/Cervicogenic_headache
DIS001505	Osmotic pressure	http://en.wikipedia.org/wiki/Osmotic_pressure
DIS001506	Hyperlexia	http://en.wikipedia.org/wiki/Hyperlexia
DIS001507	Identity map pattern	http://en.wikipedia.org/wiki/Identity_map_pattern
DIS001508	Mammary myofibroblastoma	http://en.wikipedia.org/wiki/Mammary_myofibroblastoma
DIS001509	Locution (paranormal)	http://en.wikipedia.org/wiki/Locution_(paranormal)
DIS001510	Courant–Friedrichs–Lewy condition	http://en.wikipedia.org/wiki/Courant–Friedrichs–Lewy_condition
DIS001511	Black hole information paradox	http://en.wikipedia.org/wiki/Black_hole_information_paradox
DIS001512	Participation bias	http://en.wikipedia.org/wiki/Participation_bias
DIS001513	Caprine arthritis encephalitis	http://en.wikipedia.org/wiki/Caprine_arthritis_encephalitis
DIS001514	Mazuku	http://en.wikipedia.org/wiki/Mazuku
DIS001515	Apicophilicity	http://en.wikipedia.org/wiki/Apicophilicity
DIS001516	Pneumonolysis	http://en.wikipedia.org/wiki/Pneumonolysis
DIS001517	Asymptotic formula	http://en.wikipedia.org/wiki/Asymptotic_formula
DIS001518	Transcriptional noise	http://en.wikipedia.org/wiki/Transcriptional_noise
DIS001519	Economic materialism	http://en.wikipedia.org/wiki/Economic_materialism
DIS001520	Strangles	http://en.wikipedia.org/wiki/Strangles
DIS001521	Chore division	http://en.wikipedia.org/wiki/Chore_division
DIS001522	Breathability	http://en.wikipedia.org/wiki/Breathability
DIS001523	Triple top and triple bottom	http://en.wikipedia.org/wiki/Triple_top_and_triple_bottom
DIS001524	McCollough effect	http://en.wikipedia.org/wiki/McCollough_effect
DIS001525	Bacterial wilt	http://en.wikipedia.org/wiki/Bacterial_wilt
DIS001526	Civil death	http://en.wikipedia.org/wiki/Civil_death
DIS001527	Medical students' disease	http://en.wikipedia.org/wiki/Medical_students'_disease
DIS001528	Gewald reaction	http://en.wikipedia.org/wiki/Gewald_reaction
DIS001529	Urethral intercourse	http://en.wikipedia.org/wiki/Urethral_intercourse
DIS001530	Intercondylar area	http://en.wikipedia.org/wiki/Intercondylar_area
DIS001531	Amyoplasia	http://en.wikipedia.org/wiki/Amyoplasia
DIS001532	Petabit	http://en.wikipedia.org/wiki/Petabit
DIS001533	Phytophthora fragariae var. rubi	http://en.wikipedia.org/wiki/Phytophthora_fragariae_var._rubi
DIS001534	Desmoplastic trichoepithelioma	http://en.wikipedia.org/wiki/Desmoplastic_trichoepithelioma
DIS001535	Malouf syndrome	http://en.wikipedia.org/wiki/Malouf_syndrome
DIS001536	Crying	http://en.wikipedia.org/wiki/Crying
DIS001537	Dipygus	http://en.wikipedia.org/wiki/Dipygus
DIS001538	Metastability in electronics	http://en.wikipedia.org/wiki/Metastability_in_electronics
DIS001539	Camelpox	http://en.wikipedia.org/wiki/Camelpox
DIS001540	Random access	http://en.wikipedia.org/wiki/Random_access
DIS001541	Daily light integral	http://en.wikipedia.org/wiki/Daily_light_integral
DIS001542	Lupus miliaris disseminatus faciei	http://en.wikipedia.org/wiki/Lupus_miliaris_disseminatus_faciei
DIS001543	Emigration from Colombia	http://en.wikipedia.org/wiki/Emigration_from_Colombia
DIS001544	Catoblepas (Dungeons & Dragons)	http://en.wikipedia.org/wiki/Catoblepas_(Dungeons_&_Dragons)
DIS001545	Generation effect	http://en.wikipedia.org/wiki/Generation_effect
DIS001546	Citrus stubborn disease	http://en.wikipedia.org/wiki/Citrus_stubborn_disease
DIS001547	Qassim building collapse	http://en.wikipedia.org/wiki/Qassim_building_collapse
DIS001548	Utilization behavior	http://en.wikipedia.org/wiki/Utilization_behavior
DIS001549	Oil depletion	http://en.wikipedia.org/wiki/Oil_depletion
DIS001550	Di-pi-methane rearrangement	http://en.wikipedia.org/wiki/Di-pi-methane_rearrangement
DIS001551	Larviform female	http://en.wikipedia.org/wiki/Larviform_female
DIS001552	Speckle pattern	http://en.wikipedia.org/wiki/Speckle_pattern
DIS001553	Cameo appearance	http://en.wikipedia.org/wiki/Cameo_appearance
DIS001554	Snackwell effect	http://en.wikipedia.org/wiki/Snackwell_effect
DIS001555	Hydroacylation	http://en.wikipedia.org/wiki/Hydroacylation
DIS001556	Influenza-like illness	http://en.wikipedia.org/wiki/Influenza-like_illness
DIS001557	Fasciitis	http://en.wikipedia.org/wiki/Fasciitis
DIS001558	Boxwood blight	http://en.wikipedia.org/wiki/Boxwood_blight
DIS001559	Idiopathic osteosclerosis	http://en.wikipedia.org/wiki/Idiopathic_osteosclerosis
DIS001560	Fractal	http://en.wikipedia.org/wiki/Fractal
DIS001561	Diagnosis of exclusion	http://en.wikipedia.org/wiki/Diagnosis_of_exclusion
DIS001562	Demographics of Arizona	http://en.wikipedia.org/wiki/Demographics_of_Arizona
DIS001563	Athach	http://en.wikipedia.org/wiki/Athach
DIS001564	Direct material price variance	http://en.wikipedia.org/wiki/Direct_material_price_variance
DIS001565	Wrist pain	http://en.wikipedia.org/wiki/Wrist_pain
DIS001566	Water sky	http://en.wikipedia.org/wiki/Water_sky
DIS001567	Means-ends analysis	http://en.wikipedia.org/wiki/Means-ends_analysis
DIS001568	Geminal halide hydrolysis	http://en.wikipedia.org/wiki/Geminal_halide_hydrolysis
DIS001569	1981 Chapeltown riot	http://en.wikipedia.org/wiki/1981_Chapeltown_riot
DIS001570	Basketball at the 1960 Summer Olympics	http://en.wikipedia.org/wiki/Basketball_at_the_1960_Summer_Olympics
DIS001571	Chronic deciduitis	http://en.wikipedia.org/wiki/Chronic_deciduitis
DIS001572	Censoring (statistics)	http://en.wikipedia.org/wiki/Censoring_(statistics)
DIS001573	Side stitch	http://en.wikipedia.org/wiki/Side_stitch
DIS001574	Hyperpathia	http://en.wikipedia.org/wiki/Hyperpathia
DIS001575	Blue baby syndrome	http://en.wikipedia.org/wiki/Blue_baby_syndrome
DIS001576	Kidney transplantation	http://en.wikipedia.org/wiki/Kidney_transplantation
DIS001577	Relapsing fever	http://en.wikipedia.org/wiki/Relapsing_fever
DIS001578	SHA-1	http://en.wikipedia.org/wiki/SHA-1
DIS001579	Damping off	http://en.wikipedia.org/wiki/Damping_off
DIS001580	Spondweni fever	http://en.wikipedia.org/wiki/Spondweni_fever
DIS001581	Cord colitis syndrome	http://en.wikipedia.org/wiki/Cord_colitis_syndrome
DIS001582	Dolichostenomelia	http://en.wikipedia.org/wiki/Dolichostenomelia
DIS001583	B-spline	http://en.wikipedia.org/wiki/B-spline
DIS001584	Spoonerism	http://en.wikipedia.org/wiki/Spoonerism
DIS001585	Damp (structural)	http://en.wikipedia.org/wiki/Damp_(structural)
DIS001586	Analytic signal	http://en.wikipedia.org/wiki/Analytic_signal
DIS001587	MASH-1	http://en.wikipedia.org/wiki/MASH-1
DIS001588	Nonelementary problem	http://en.wikipedia.org/wiki/Nonelementary_problem
DIS001589	Postoperative residual curarization	http://en.wikipedia.org/wiki/Postoperative_residual_curarization
DIS001590	Gamma wave	http://en.wikipedia.org/wiki/Gamma_wave
DIS001591	Investment control	http://en.wikipedia.org/wiki/Investment_control
DIS001592	Heck–Matsuda reaction	http://en.wikipedia.org/wiki/Heck–Matsuda_reaction
DIS001593	Computing the permanent	http://en.wikipedia.org/wiki/Computing_the_permanent
DIS001594	Corneal hydrops	http://en.wikipedia.org/wiki/Corneal_hydrops
DIS001595	Taraxippus	http://en.wikipedia.org/wiki/Taraxippus
DIS001596	Brown patch	http://en.wikipedia.org/wiki/Brown_patch
DIS001597	Reversible error	http://en.wikipedia.org/wiki/Reversible_error
DIS001598	V2 word order	http://en.wikipedia.org/wiki/V2_word_order
DIS001599	Statistical literacy	http://en.wikipedia.org/wiki/Statistical_literacy
DIS001600	2009 Turks and Caicos Islands migrant shipwreck	http://en.wikipedia.org/wiki/2009_Turks_and_Caicos_Islands_migrant_shipwreck
DIS001601	Autofill	http://en.wikipedia.org/wiki/Autofill
DIS001602	Urostealith	http://en.wikipedia.org/wiki/Urostealith
DIS001603	Vinylcyclopropane rearrangement	http://en.wikipedia.org/wiki/Vinylcyclopropane_rearrangement
DIS001604	Snap oversteer	http://en.wikipedia.org/wiki/Snap_oversteer
DIS001605	Trap Door Spiders	http://en.wikipedia.org/wiki/Trap_Door_Spiders
DIS001606	Hypertrophic osteopathy	http://en.wikipedia.org/wiki/Hypertrophic_osteopathy
DIS001607	Fishing weir	http://en.wikipedia.org/wiki/Fishing_weir
DIS001608	Skin infection	http://en.wikipedia.org/wiki/Skin_infection
DIS001609	Environmental enteropathy	http://en.wikipedia.org/wiki/Environmental_enteropathy
DIS001610	Duplex mismatch	http://en.wikipedia.org/wiki/Duplex_mismatch
DIS001611	Sperm granuloma	http://en.wikipedia.org/wiki/Sperm_granuloma
DIS001612	Function problem	http://en.wikipedia.org/wiki/Function_problem
DIS001613	Hypergymnasia	http://en.wikipedia.org/wiki/Hypergymnasia
DIS001614	Billet reading	http://en.wikipedia.org/wiki/Billet_reading
DIS001615	Vanity sizing	http://en.wikipedia.org/wiki/Vanity_sizing
DIS001616	Pedagogical patterns	http://en.wikipedia.org/wiki/Pedagogical_patterns
DIS001617	Pulay Stress	http://en.wikipedia.org/wiki/Pulay_Stress
DIS001618	Therianthropy	http://en.wikipedia.org/wiki/Therianthropy
DIS001619	Domestic energy consumption	http://en.wikipedia.org/wiki/Domestic_energy_consumption
DIS001620	Invasive urothelial carcinoma	http://en.wikipedia.org/wiki/Invasive_urothelial_carcinoma
DIS001621	EQP (complexity)	http://en.wikipedia.org/wiki/EQP_(complexity)
DIS001622	Swern oxidation	http://en.wikipedia.org/wiki/Swern_oxidation
DIS001623	Leidenfrost effect	http://en.wikipedia.org/wiki/Leidenfrost_effect
DIS001624	Character theory	http://en.wikipedia.org/wiki/Character_theory
DIS001625	Verticillium wilt	http://en.wikipedia.org/wiki/Verticillium_wilt
DIS001626	Isohydric principle	http://en.wikipedia.org/wiki/Isohydric_principle
DIS001627	Equivalent pulse code modulation noise	http://en.wikipedia.org/wiki/Equivalent_pulse_code_modulation_noise
DIS001628	Otitis externa in animals	http://en.wikipedia.org/wiki/Otitis_externa_in_animals
DIS001629	Lumpy skin disease	http://en.wikipedia.org/wiki/Lumpy_skin_disease
DIS001630	Eurodollar	http://en.wikipedia.org/wiki/Eurodollar
DIS001631	Von Braun amide degradation	http://en.wikipedia.org/wiki/Von_Braun_amide_degradation
DIS001632	Papular eruption of blacks	http://en.wikipedia.org/wiki/Papular_eruption_of_blacks
DIS001633	Proctocolitis	http://en.wikipedia.org/wiki/Proctocolitis
DIS001634	Hammick reaction	http://en.wikipedia.org/wiki/Hammick_reaction
DIS001635	Substitution splice	http://en.wikipedia.org/wiki/Substitution_splice
DIS001636	Sarcopenia	http://en.wikipedia.org/wiki/Sarcopenia
DIS001637	Residential college	http://en.wikipedia.org/wiki/Residential_college
DIS001638	Progressive disseminated histoplasmosis	http://en.wikipedia.org/wiki/Progressive_disseminated_histoplasmosis
DIS001639	2003 Wimbledon Championships – Women's Singles	http://en.wikipedia.org/wiki/2003_Wimbledon_Championships_–_Women's_Singles
DIS001640	Furcation defect	http://en.wikipedia.org/wiki/Furcation_defect
DIS001641	Specification pattern	http://en.wikipedia.org/wiki/Specification_pattern
DIS001642	Red-eye effect	http://en.wikipedia.org/wiki/Red-eye_effect
DIS001643	Nef reaction	http://en.wikipedia.org/wiki/Nef_reaction
DIS001644	Radial stress	http://en.wikipedia.org/wiki/Radial_stress
DIS001645	M84 camouflage pattern	http://en.wikipedia.org/wiki/M84_camouflage_pattern
DIS001646	Halo sign	http://en.wikipedia.org/wiki/Halo_sign
DIS001647	Cognitive dissonance	http://en.wikipedia.org/wiki/Cognitive_dissonance
DIS001648	Distributive shock	http://en.wikipedia.org/wiki/Distributive_shock
DIS001649	Unihemispheric slow-wave sleep	http://en.wikipedia.org/wiki/Unihemispheric_slow-wave_sleep
DIS001650	Pleurothotonus	http://en.wikipedia.org/wiki/Pleurothotonus
DIS001651	Double-checked locking	http://en.wikipedia.org/wiki/Double-checked_locking
DIS001652	List of countries by oil consumption	http://en.wikipedia.org/wiki/List_of_countries_by_oil_consumption
DIS001653	Stem-loop	http://en.wikipedia.org/wiki/Stem-loop
DIS001654	Influenza A virus subtype H2N2	http://en.wikipedia.org/wiki/Influenza_A_virus_subtype_H2N2
DIS001655	Acute (medicine)	http://en.wikipedia.org/wiki/Acute_(medicine)
