disease_id;disease_name;1_2018-02-01;2_2018-02-15;3_2018-03-01;4_2018-03-15;5_2018-04-01;6_2018-04-15;7_2018-05-01;8_2018-05-15;9_2018-06-01;10_2018-06-15;11_2018-07-01;12_2018-07-15;13_2018-08-01;14_2018-08-15;15_2018-09-01;16_2018-09-15;17_2018-10-01;18_2018-10-15;19_2018-11-01;20_2018-11-15;21_2018-12-01;22_2018-12-15;23_2019-01-01;24_2019-01-15;25_2019-02-01;26_2019-02-15;27_2019-03-01;28_2019-03-15;29_2019-04-01;30_2019-04-15;31_2019-05-01;32_2019-05-15;33_2019-06-01;34_2019-06-15;35_2019-07-01;36_2019-07-15;complete
DIS007247;PASLI disease;8376;8376;8376;8376;8376;8376;8376;8376;8389;8389;8389;8389;8389;8389;8389;8389;8389;8389;8389;8389;8389;8216;8216;8216;8216;8322;8322;8322;8322;8322;8322;8322;8322;8356;8356;8356;0
DIS008329;Achard syndrome;0;0;0;0;1873;1873;1873;1873;1873;1873;1873;1873;1873;1873;1873;1873;1873;1873;1873;1873;1873;1873;1873;1873;1873;1873;1873;1873;1873;1873;1873;1873;1873;1873;1873;1873;4
DIS005400;Nutcracker esophagus;22845;22845;22845;22818;22914;22914;22977;22977;22977;22977;22977;22977;22977;22977;22977;22977;22977;22977;22977;22977;22977;22977;22977;22977;22978;22978;23191;23191;23191;23191;23191;23191;23191;23191;23191;23191;0
DIS006265;Dejerine–Sottas disease;12066;12179;12179;12179;12179;12179;12179;12179;12179;12179;12179;12179;12179;12179;12179;12179;12179;12179;12179;12179;12179;12179;12179;12179;12179;12179;12179;12179;12179;12179;12180;12180;12180;12180;12180;12180;0
DIS000160;Muscle weakness;0;0;0;0;0;17387;17387;17387;17387;17387;17387;17387;17387;17387;17387;17387;17387;17387;17387;17387;17491;17491;17491;17491;17491;17491;17713;17713;17713;17714;17714;17714;17714;17714;17714;17714;5
DIS003832;Rib fracture;12677;12677;12677;12703;12703;12703;12703;12703;12703;12703;12703;12703;12703;12703;12649;12649;13933;13933;13933;13932;13932;13932;13932;13949;13949;13949;13949;13949;13949;13949;13949;13949;13949;13949;13949;13949;0
DIS006045;Seborrheic keratosis;29638;29640;29640;30061;30061;30061;30061;30226;30567;30567;30567;30567;30567;30567;30567;30567;30514;30490;30490;30490;30490;30490;30490;30490;30538;30538;30538;30539;30539;30539;30539;30576;30576;30576;30576;30576;0
DIS009925;Coma;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;31297;31303;31303;33978;36394;40268;40231;40228;40228;40230;40230;36936;24
DIS004952;Keratoconjunctivitis;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17289;17289;34
DIS004655;Neonatal bowel obstruction;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8225;8225;8225;8291;8291;8289;8289;8289;8256;8256;8256;8248;8248;8248;22
DIS004741;Fecal incontinence;53876;53876;53874;53874;53874;53874;53834;53834;53834;53834;53834;53834;53834;53834;53834;53834;53834;53834;54718;55369;55368;55368;55368;55368;55367;55685;55685;55683;55683;55683;55683;55183;55183;55183;55126;55126;0
DIS007620;Lysinuric protein intolerance;13490;13796;13796;13796;13796;13796;13796;13796;13796;13796;13796;13796;13796;13796;13796;13796;13796;13796;13796;13796;13796;13796;13796;13796;13796;13796;13796;13796;13796;13796;13791;13791;13791;13791;13791;13791;0
DIS007489;Chronic periodontitis;30101;30101;30101;30101;30134;30134;30134;30134;30134;30134;30134;30134;30134;30134;30134;30134;30134;30134;30134;30140;30140;30140;30140;30140;33697;34152;36878;36878;36872;36872;35686;35686;35686;35686;35686;35708;0
DIS006196;Chagas disease;47184;47199;47346;47359;47359;47359;47372;47372;47372;47372;47372;47372;47372;47372;47372;47386;47386;47386;47386;47386;47386;47386;47386;47386;47367;47367;47391;47395;47395;47395;47395;48261;48261;48261;48261;48261;0
DIS008619;azoospermia;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;19991;20178;20191;20191;0;20191;20191;20191;20191;20191;20531;20531;25
DIS007448;Corneal neovascularization;26440;26440;26440;26440;26440;26366;26366;26366;26379;26379;26379;26379;26379;26379;26379;26379;26379;26379;26379;26379;26544;26544;26544;26544;26489;26489;26489;26489;26489;26489;26489;26489;26489;26489;26489;26489;0
DIS004215;Meckel's diverticulum;20741;20741;20741;20741;20741;20741;20741;21144;21144;21144;21144;21144;21144;21146;21146;21072;21072;21092;21092;21092;21092;21092;21092;21092;21092;21092;21092;21092;21092;21092;21092;21092;21092;21092;21092;21092;0
DIS005067;Hypertensive retinopathy;19941;19941;19941;19941;19941;20216;20238;20238;20238;20238;20238;20238;20238;20238;20238;20238;20238;20238;20238;20238;20238;20238;20238;20238;20238;20238;20238;20238;20238;20238;20238;20238;20238;20238;20238;20238;0
DIS010839;Ring 18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13384;13384;13384;13384;0;13384;13384;13384;13384;13384;13384;13384;25
DIS002378;Grandiose delusions;16217;16217;16217;16217;16217;16217;16217;16233;16233;16233;16233;16265;16265;16267;16270;16271;16271;16271;16271;16271;16269;16274;16274;16127;16127;16127;16203;16201;16201;16201;16201;16201;16201;16201;16201;16201;0
DIS006383;Adrenal crisis;14514;14514;14514;14514;14514;14514;14533;14533;14579;14579;14579;14579;14579;14579;14579;14579;14579;14579;14579;14579;14579;14579;14579;14579;14684;14684;14710;14710;14706;14706;14706;16230;16230;16230;16230;16230;0
DIS004111;Tick paralysis;16576;16576;16576;16606;16741;16547;16547;16547;16547;16536;16536;16536;17612;17612;17612;17612;17612;17612;17612;17612;17612;17612;17612;17612;17612;17612;17605;17605;17640;17640;17640;17640;17640;17640;17640;17640;0
DIS006831;Pulled elbow;8573;8573;8573;8618;8618;8625;8625;8625;8625;8625;8625;8625;8625;8625;8629;8629;8629;8629;8629;8629;8629;8629;8629;8629;8629;8629;8629;8629;8629;8629;8629;8629;8629;8630;8620;8620;0
DIS010626;Red burning skin;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7507;7296;7296;8441;0;8441;8441;8799;0;0;0;0;29
DIS004516;Nightmare;18443;18449;18449;18449;18449;18449;18445;18447;18451;18451;18451;18451;18372;18372;18372;19017;19017;19308;19333;19333;19333;19333;19333;19333;19332;17046;17604;17613;17587;17587;17587;17587;17571;19621;19604;19604;0
DIS004975;Jefferson fracture;8281;8281;8281;8281;8281;8281;8281;8281;8281;8281;8281;8281;8281;8281;8281;8281;8281;8281;8457;8457;8457;8457;8457;8457;8457;8457;8457;8457;8457;8457;8457;8457;8457;8457;8450;8450;0
DIS007267;Interrupted aortic arch;3520;3520;3520;3520;3520;3520;8770;12413;12426;12600;12600;12600;12600;12568;12568;12352;12352;12352;12352;12352;12352;12352;12352;12352;12411;12411;12411;12411;12411;12411;12411;12411;12424;12424;12424;12424;0
DIS005610;Methemoglobinemia;17750;17750;17750;17750;17750;17750;17750;17750;18483;18483;18563;18563;18563;18563;18589;18589;18589;18774;18766;18766;18766;18766;18766;18766;18766;20812;20812;20773;20773;20844;20752;20837;20837;20971;20971;20971;0
DIS006015;Respiratory arrest;24584;24584;24584;24584;24584;24583;24583;24581;24581;24581;24581;24581;24570;24662;24662;24662;24662;24662;24662;24662;24662;24662;24662;24662;24662;24678;24678;24678;24678;24678;24678;24678;24678;24678;24678;25252;0
DIS005901;Hallucinogen persisting perception disorder;18564;18564;18564;18564;18564;18564;18564;18564;18564;18564;18564;18564;18564;18055;18055;18059;18059;17951;17951;17951;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16
DIS006179;Beau's lines;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18360;18360;18360;18360;18382;18382;18382;18382;18382;18382;18382;18382;18382;18382;18459;18459;18459;18459;18459;17
DIS004678;Upshaw–Schulman syndrome;37102;37102;37528;37958;38050;38050;38050;38050;38050;38050;38050;38050;38050;38050;38050;38050;38050;38052;38052;38052;38052;38028;38028;38028;38028;38061;38061;38061;38061;38061;38061;38061;38061;38254;38254;38254;0
DIS010299;Relative energy deficiency in sport;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21052;21052;21052;21052;21062;21062;21062;20965;20965;20963;21759;21759;21966;21966;21966;21
DIS005734;Leukemia;68250;68250;68250;68343;68470;68470;68470;68470;68470;68470;68456;68455;69699;69699;69666;69594;69594;69594;69594;69594;69594;69563;69563;69563;69536;69537;69573;69666;69694;69694;69639;69639;70661;70661;70661;70678;0
DIS004747;Fungal sinusitis;0;0;0;0;0;0;0;0;0;0;15206;15206;15206;15206;15206;15206;15206;15211;15211;15211;15211;15211;15211;15211;15211;15211;15211;15211;15211;15211;15211;15211;15211;15211;15211;15211;10
DIS007712;Genitopatellar syndrome;5331;5331;5331;5331;5331;5331;5331;5331;5331;5331;5331;5331;5556;5556;5556;5556;5556;5556;5556;5556;5556;5556;5556;5556;5556;5556;5509;5509;5742;5742;5742;5742;5742;5742;5742;5742;0
DIS007359;Dermatitis;40176;40176;40176;40163;40144;40144;40144;40892;40904;41892;41892;42177;42177;42177;42177;42177;42177;42177;42177;42177;42177;42177;42191;42237;42237;42237;42508;42508;42697;42697;42860;42860;42860;42860;42866;43408;0
DIS005254;Rhinoscleroma;19471;19471;19471;19471;19471;19471;19471;19471;19471;19471;19708;19708;19708;19708;19708;19708;19708;19708;19708;19708;19708;19708;19708;19708;19708;19708;19708;19709;19709;19709;19709;19709;19709;19709;19709;19709;0
DIS004439;Evans syndrome;12016;12016;12016;12264;12264;12264;12380;12380;12380;12380;12380;12380;12380;12380;12380;12375;12375;12375;12375;12375;12375;12375;12375;12375;12375;12375;12375;12375;12375;12375;12375;12375;12375;12369;12369;12369;0
DIS004934;Farmer's lung;0;0;0;0;0;0;0;21136;21136;21136;21136;21136;21136;21136;21136;21138;21138;21138;21068;21068;21068;21068;21068;21068;21068;21040;21049;21049;21049;21049;21049;21049;21049;21049;21115;21115;7
DIS001667;Poikiloderma;11355;11355;11355;11552;11552;11552;11552;11552;11552;11552;11552;11641;11641;11641;11641;11641;11641;11641;11641;11641;11641;11641;11641;11641;11641;11641;11641;11663;11714;11714;11714;11714;11714;11714;11537;11537;0
DIS007610;Floating–Harbor syndrome;14085;14283;14283;14283;14283;14283;14283;14283;14283;14283;14283;14283;14283;14283;14283;14283;14283;14283;14303;14303;14303;14303;14303;14303;14303;14303;14303;14303;14303;14303;14303;14303;14300;14300;14300;14300;0
DIS007724;Stereotypic movement disorder;5358;5358;5358;5358;5536;5536;5536;5536;5536;5536;5536;5536;5536;5536;5536;5536;5536;5536;5536;5536;5536;5536;5536;5536;5536;5536;5558;5558;5558;5558;5558;5558;5558;5558;5558;5558;0
DIS008079;Dravet syndrome;14272;14486;14486;14490;14723;14724;14724;14724;15000;15387;15132;15132;15146;15146;15146;15146;15146;15146;15146;15146;15146;15146;15146;15146;15146;15146;15146;15197;15197;15197;15923;15923;15934;16323;16300;16300;0
DIS004025;Skin tag;19735;19810;19810;19810;19832;19426;19514;19514;19514;19460;19845;19845;19824;19825;19825;19825;19825;20397;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18
DIS004891;Ganglion cyst;20206;20206;20206;20219;20219;20219;20219;20206;20206;20206;20190;20190;20189;20590;20590;20590;20590;20590;20590;20590;20654;20654;20654;20654;20659;20659;20659;20659;20659;20659;20631;20630;20630;20630;20630;20630;0
DIS006756;Lysosomal storage disease;17181;17182;17182;17182;17253;17253;17253;17390;17390;17390;17390;17390;17391;17391;17391;17391;17391;17252;17252;17252;17253;17253;17253;17253;17256;17256;17256;18341;17739;17739;17739;17739;17739;17739;17739;17739;0
DIS010430;Osteolathyrism;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3215;3215;3254;3254;0;3254;3254;3254;3254;3254;3254;3254;25
DIS002696;Nonbacterial thrombotic endocarditis;12279;12279;12279;12279;12279;12279;12279;12279;12279;12445;12445;12445;12445;12445;12445;12445;12445;12445;12445;12445;12445;12445;12445;12445;12445;12445;12445;12445;12445;12445;12445;12445;12386;12386;12386;12386;0
DIS005811;Hidradenitis suppurativa;41074;41167;41167;41168;41168;41169;41169;41186;41106;41781;41781;41106;41172;41105;41105;41110;41111;41111;41111;41111;41111;41111;41111;41111;41111;41111;41196;41194;41194;41208;41208;41228;41228;41228;41228;41228;0
DIS007007;Central nervous system cavernous hemangioma;20615;20446;20446;20446;20450;20450;20450;20450;20463;20463;20463;20457;20457;20457;20457;20457;20457;20457;20457;20457;20457;20457;20457;20457;20457;20457;20457;20457;20457;20457;20457;20457;20457;20457;20459;20459;0
DIS004330;Dumping syndrome;16227;16227;16227;16227;16227;16227;16227;16227;16227;16227;16227;16227;16227;16227;16227;16227;16227;16230;16230;16230;16230;16230;16230;16230;16230;16230;16447;16447;16447;16447;16447;16390;16390;16390;16390;16390;0
DIS004485;Hemoglobin D-Punjab;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5913;5913;5913;5913;5913;5913;5913;5913;5913;5913;5913;25
DIS003454;Common cold;52269;52019;52019;52019;52021;52021;51906;51894;51890;51890;52273;52273;52301;52380;52381;52429;52429;52429;52429;52428;52427;52428;52415;52410;52446;52446;52683;52683;52650;52650;53025;53025;53025;53025;53025;53720;0
DIS010436;Palinopsia;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9539;9491;9575;9575;0;9575;9602;9602;15508;15508;15508;15508;25
DIS010639;Obstructed defecation;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7958;8064;8064;8064;0;8064;8064;8064;8070;8070;8070;8070;25
DIS006489;Acute lymphoblastic leukemia;73652;73652;73673;73672;73578;73578;73578;73520;73443;73438;73438;73438;73439;73439;73439;73439;73439;73439;73439;73439;73441;73441;73441;73464;73441;73441;73535;73535;73535;73548;73548;73548;73547;73521;73521;73521;0
DIS006116;Encopresis;10969;10969;10969;10969;12001;12018;12018;12018;12018;12019;12053;12053;12053;11718;11718;11718;11718;11718;11718;11718;11724;11724;11724;11724;11724;11729;11729;11729;11729;11729;11741;11741;11741;11741;11741;11741;0
DIS003615;Repetitive strain injury;12829;12829;12770;12770;12833;12833;14855;14855;15232;15324;15520;15520;15520;15520;15543;15539;15539;15539;15539;15548;15548;15548;15574;15574;15574;15910;15910;17468;17468;17445;17445;17445;16855;16855;16905;16997;0
DIS001329;Swelling (medical);5884;5884;5884;5884;5884;5884;5884;5884;5884;5884;5884;5884;5884;5884;5884;5884;5884;5884;5884;5884;5884;5884;5884;5781;5814;5814;6109;6109;6876;6871;6871;6871;7086;7086;7086;7086;0
DIS004536;Sialolithiasis;29560;29560;29560;29560;29560;29560;29560;29560;29782;29782;29782;29782;29782;29782;29782;29782;29898;29898;29898;29898;29898;29898;29898;29898;29898;29898;29898;29898;29898;29898;29898;29890;29890;29890;29890;29890;0
DIS004643;Angiokeratoma;6276;6276;6276;6276;6276;6276;6276;6209;6461;6461;6461;6461;6461;6461;6461;6436;6436;6588;6588;6588;6588;6588;6588;6588;6588;6588;6588;6588;6588;6588;6592;6592;6592;6592;6592;6592;0
DIS008115;Thiamine deficiency;35987;35976;35975;35904;35904;36397;36613;38797;38797;38810;38810;38810;38808;38808;38819;38819;38819;38819;39102;39102;39102;39192;39192;39191;39191;39191;39465;39465;39465;39687;39703;39820;39821;39663;39652;39652;0
DIS003647;Vertically transmitted infection;19990;19990;19990;19990;20505;20505;20505;20505;20518;20518;20518;20518;20566;20566;20581;20781;20778;20778;20681;20681;20681;20681;21058;21058;21058;21058;21058;21058;20921;20921;20921;20921;20921;20921;20921;20921;0
DIS004998;Cholestasis;14595;14613;14613;14613;14613;14613;14613;14613;14613;14748;14748;14748;14748;14748;14748;14767;14767;14767;14767;14767;14767;14767;14767;14767;14767;14767;15047;15047;15344;15344;15344;15344;15344;15344;15344;15344;0
DIS005266;Granulomatous amoebic encephalitis;17206;17206;17266;17266;17266;17266;17266;17266;17266;17266;17266;17266;17266;17266;17184;17184;17184;17102;17102;17102;17102;17102;17102;17102;17102;17131;17131;17131;17131;17131;17131;17131;17131;17131;17182;17182;0
DIS010829;Ayazi syndrome;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1601;1601;1601;1601;0;1601;1601;1601;1601;1601;1601;1601;25
DIS006537;Bone tumor;16354;16354;16354;16354;16326;16326;16326;16326;16326;16326;16326;16326;16326;16326;16299;16299;16299;16296;16296;16680;16680;16680;16680;16702;16810;16810;16810;16810;16810;16810;16810;16736;16736;16736;16736;16736;0
DIS001004;Hemifacial spasm;16495;16495;16495;16743;16743;16743;16743;16743;16742;16742;16742;16742;16742;16789;16789;16789;16789;16789;16789;16789;16789;16789;16789;16786;16786;16786;16786;16786;16786;16801;16801;16801;16733;16733;16733;16733;0
DIS005401;Intestinal neuronal dysplasia;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3200;3200;3200;3200;3200;3200;3200;3200;3200;3200;26
DIS007010;Schizoaffective disorder;80479;80479;80479;80495;80495;80495;80512;80512;80551;80551;80552;80552;80538;80538;80566;80566;80647;81544;81545;81719;81718;81718;81718;81712;81712;81806;81806;78115;78115;78115;78130;78130;78234;78074;77809;77809;0
DIS008328;Hypertrophic scar;0;0;0;0;2153;2153;2153;2153;2171;2171;2171;2171;2171;2171;2171;2171;2171;2171;2171;2171;2171;2171;2171;2171;2171;2157;2157;2157;2157;2157;2157;2176;2176;2176;2176;2176;4
DIS006029;Pyruvate carboxylase deficiency;0;0;0;0;0;0;9084;9084;9084;9084;9084;9084;9282;9282;9282;9282;9282;9282;9282;9282;9282;9282;9282;9282;9282;9282;9282;9282;9422;9702;9702;9702;9702;9702;9702;9702;6
DIS004873;Paroxysmal cold hemoglobinuria;9309;9309;9309;9309;9309;9309;9309;9309;9309;9309;9309;9309;9309;9309;9309;0;0;0;0;0;0;0;0;0;0;16886;16886;16884;16884;16884;16884;21588;21575;21543;21543;21543;10
DIS004561;Nevus;22202;22225;22226;22226;22226;22226;22226;22226;22272;22272;22294;22292;22292;22292;22291;22291;22571;22571;22571;22571;22571;22571;22571;22571;22685;22685;22685;22685;22685;22685;22685;22685;22685;22685;22685;22685;0
DIS000495;Acute flaccid myelitis;15856;15856;15856;15856;15856;15856;15856;15856;15856;15856;15856;15856;15856;15856;15856;15856;15856;18134;13635;13637;14095;14095;15773;16301;16301;16329;16329;16547;16853;16853;16853;16944;16944;16944;16944;19206;0
DIS003691;Traumatic brain injury;98960;98960;99036;98543;98543;98543;98543;99270;99397;99887;99887;100001;100001;99979;99943;99943;99943;100135;100110;100112;100112;100034;99949;99949;99954;99954;99954;99954;100321;100321;100354;100328;100802;100802;100802;100802;0
DIS006032;Hypophosphatemia;10741;10741;10741;10741;10724;10724;10724;10703;10703;10703;10703;10703;10707;10750;10750;10750;10877;10877;11242;11242;11242;11242;11242;11242;11242;11242;11242;11242;11242;11353;11353;11353;11353;11353;11353;11353;0
DIS005076;Obstructive lung disease;17751;17751;17751;17751;17751;17751;17751;17751;17751;17751;17751;17751;17751;17751;17751;17751;17751;17715;17715;17715;17715;17715;17715;17715;17716;17716;17861;17861;17861;17861;17861;17861;17865;17865;17865;17865;0
DIS004620;Parasomnia;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;42864;42930;34
DIS004461;Burkitt's lymphoma;34556;34556;34556;34556;35035;35035;35419;35419;35419;35419;35419;35828;35830;35830;35830;35830;35970;35970;35970;35674;38170;38170;38286;38552;38552;38509;38509;38509;38509;39848;39848;39848;39856;39856;39856;40025;0
DIS000070;St. Elmo's fire;27544;27544;27544;27544;27544;27537;27537;27618;28167;28167;28130;28522;28754;28754;28754;28754;28754;28755;28755;28755;28755;28755;28755;28755;28762;28762;28762;28969;28969;29114;29114;29104;29101;29101;29102;28708;0
DIS007937;Clitoromegaly;9943;9943;10100;10100;9979;9979;9979;9979;9979;9980;9979;9979;9979;9979;9979;9979;9979;9979;9979;9979;9979;9979;9979;9979;9979;9979;9979;9979;9979;9979;9979;9979;9979;9979;9979;10092;0
DIS006919;Polycystic kidney disease;19390;19299;19299;19299;19282;19282;19282;19294;19294;19294;19294;19294;19294;19294;19308;19308;19308;19308;19308;19308;19308;19308;19308;19542;19542;19542;29239;29239;29239;19884;19884;19714;19714;19708;19708;19708;0
DIS006512;Robinow syndrome;18326;18326;18517;18915;18915;18915;18915;18915;18915;18915;18915;18915;18915;18915;18915;18915;18915;18915;18915;18915;18915;18915;18915;18915;18915;18915;18915;18915;18915;18915;18915;18915;18915;18915;18915;18915;0
DIS003338;Cutis laxa;19241;19640;19640;19608;19608;19738;19713;19713;19955;19955;19955;19955;19955;19955;19955;19955;19955;19955;19955;19951;19951;19951;19951;19951;19951;19951;19951;19951;19951;19951;20028;20028;20028;23677;23677;23677;0
DIS007789;Fetal hydantoin syndrome;1959;1959;1959;2340;2340;2340;2340;2340;2340;2340;2340;2340;2340;2340;2340;2340;2340;2340;2340;2340;2340;2340;2376;2376;2378;2378;4257;4257;4241;4241;4241;4241;4241;4241;4240;4240;0
DIS004188;Whipple's disease;27653;27419;27738;27738;27738;27738;27742;27751;27751;27751;27751;27839;26673;26673;26673;26673;26673;26673;26673;26673;26673;26673;26673;26673;26673;26673;26673;26673;26673;26673;26673;26672;26672;26672;26672;26672;0
DIS005540;Lateral meningocele syndrome;0;0;0;0;0;0;0;0;2530;2530;2530;2605;2605;2605;2605;2605;2605;2605;2605;2605;2605;2605;2605;2605;2605;2605;2605;2605;2603;2603;2603;2603;2603;2603;2603;2603;8
DIS007246;Cavernous sinus thrombosis;20606;20606;20606;20606;20606;20601;20601;20601;20910;20910;20910;20910;20910;20910;20910;20910;20910;20910;20910;20910;20916;20916;20916;20916;20916;20916;20916;21940;21940;21953;21980;21980;21980;21980;21980;21980;0
DIS007978;Pseudoporphyria;0;0;0;0;0;0;0;0;6588;6588;6588;6588;6588;6588;6588;6588;6588;6588;6588;6588;6588;6588;6588;6587;6587;6587;6587;6587;6587;6587;6658;6658;6658;6658;6658;6658;8
DIS000461;Anaplastic astrocytoma;8704;8704;8704;8704;8704;8704;8704;8704;8717;8717;8717;8717;8717;8717;8717;8717;8717;8717;8717;8717;8717;8717;8717;8717;8717;8717;8816;8816;8816;8816;8816;8816;8859;8858;8858;8802;0
DIS008233;Pseudoangiomatous stromal hyperplasia;0;0;0;0;3055;3055;3055;3055;3055;3055;3055;3055;3055;3055;3055;3055;3055;3055;3055;3055;3055;3055;3055;3055;3055;3248;3248;3248;3248;3248;3248;3248;3248;3248;3248;3248;4
DIS005514;Childhood obesity;56405;56405;56443;57466;56393;56404;56404;56404;56404;56413;56413;56413;56413;56450;56450;56450;56470;56470;56470;56524;56528;56528;56527;56528;56528;56528;56561;56567;56566;56560;56560;56560;56560;56621;57131;57131;0
DIS007266;Hyperparathyroidism;29743;29743;29743;29743;29743;29743;29743;29743;29756;29756;29760;29760;29760;29760;29760;29761;29761;29906;29906;29906;29906;29841;29841;29841;29842;29763;29763;29763;29781;29707;29810;29810;29810;29810;29776;29776;0
DIS010621;OHVIRA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3228;3282;3282;3282;0;3282;3282;3282;3282;3282;3282;3282;25
DIS007130;Stenosis of uterine cervix;9392;9392;9392;9392;9392;9392;9392;9392;9392;9392;9392;9392;9392;9392;9392;9392;9392;9392;9392;9392;9392;9392;9392;9392;9392;9391;9503;9503;9503;9503;9503;9503;9503;9503;9503;9503;0
DIS010729;Adult attention deficit hyperactivity disorder;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;41145;41120;41034;42158;42159;42159;42334;42334;42334;42334;42340;42363;24
DIS006259;Cardiogenic shock;16344;16344;16343;16343;16305;18138;18138;18138;18138;18138;18138;18138;18138;17862;17862;17862;17926;17926;17926;17926;17926;17926;17926;17926;17926;17931;19585;19585;19585;19585;19585;19585;19283;19283;19369;19387;0
DIS010298;Ufufunyane;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1532;1483;1483;1483;1483;1483;1483;1483;1483;1483;1483;766;766;766;767;21
DIS004679;Postherpetic neuralgia;22632;22632;22632;22632;22686;22708;22708;22708;22708;22708;22708;22708;22708;22708;22708;22708;23071;23071;23072;23072;23072;23072;23079;23079;23079;23079;23079;23079;23079;23079;23079;23079;23277;23277;23277;23277;0
DIS005868;Achondroplasia;22162;22162;22162;22162;22222;22222;22571;22571;22571;22571;22571;22571;22571;22571;22571;22571;25485;25485;25485;25485;25485;25485;25485;25488;25488;25488;25552;25552;25549;25549;25549;26509;26509;26509;26509;26450;0
DIS006014;dextro-Transposition of the great arteries;25208;25208;25208;25208;25208;25208;25208;25208;25208;25329;25329;25329;25329;25329;25329;25329;25329;25329;25329;25329;25329;25329;25329;25329;25195;25195;25195;25195;25195;25195;25195;25193;25174;25174;25174;25174;0
DIS005611;Oligohydramnios;10879;10879;10879;10879;10879;10879;10879;10879;10879;10879;10879;10943;10943;10943;10943;10943;10943;10943;10882;10882;10882;10882;11135;11135;11135;11135;11134;11134;11134;11134;11134;11134;11134;11134;11134;11134;0
DIS004214;Fallopian tube cancer;16545;16581;16689;16689;16689;16689;16689;16689;16689;16689;16689;16689;16689;16689;16689;16689;16689;16689;16689;16689;16689;16689;16689;16756;16756;16756;16756;16756;16756;16756;16756;16756;16756;16875;16875;16875;0
DIS007449;Synesthesia;52600;52600;52878;52878;52559;53215;53215;53160;53156;54587;54587;54587;54587;54587;54587;54587;54639;54639;54626;54368;54368;55183;55182;55177;56039;56127;56126;55958;55958;55958;55958;56080;56072;56079;56103;56103;0
DIS003921;Tuberculous dactylitis;4626;4626;4626;4626;4626;4626;4626;4626;4626;4626;4626;4626;4626;4626;4626;4626;4626;4626;4626;4626;4626;4626;5016;5016;5016;5016;5016;5045;5045;5045;5045;5045;5045;5045;5045;5045;0
DIS004654;Post-nasal drip;0;0;0;0;0;0;0;0;8643;8643;8644;8644;8643;8643;8648;8648;12448;12448;12448;11460;11460;11460;11446;11446;11436;11436;11436;11436;11436;11436;11436;11436;11432;11432;11432;11431;8
DIS010627;Chorioangioma;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4274;4274;4274;4274;4386;4386;4386;4384;4384;4384;4384;4384;24
DIS004110;Ataxia-telangiectasia;85122;85122;85122;85122;85083;85083;85083;85083;85096;85096;85096;85096;85081;85082;85082;85160;85160;85160;84758;83572;83572;83453;83453;83453;0;0;0;0;0;0;0;0;0;0;0;0;12
DIS005066;Diplopia;24337;24337;24355;24355;24738;24738;24738;24738;24738;24832;24832;24841;24840;24840;24840;24840;25039;25039;25039;25039;25039;25039;25039;25103;25103;25103;25103;25103;25103;25103;25103;25103;25186;25292;25386;25386;0
DIS000484;Ovarian apoplexy;11950;11950;11950;11950;11950;11950;11950;11950;11950;11950;11951;11951;11951;11951;11951;11951;11951;11951;11951;11951;11951;11675;11675;11675;11675;11675;11675;11675;11675;11675;11675;11675;11675;12051;12051;12035;0
DIS005119;Fugue state;25523;25421;25421;25439;25829;25829;25951;25951;25890;25881;25881;25881;25881;25881;25881;25881;25881;25882;25879;25879;25970;26083;26083;26083;26172;26172;26172;26172;26172;26172;25970;25970;25970;25977;25977;25977;0
