disease_id	name	url	code_id	name
DIS004229	Selective mutism	http://en.wikipedia.org/wiki/Selective_mutism	D009155	MeSH
DIS004229	Selective mutism	http://en.wikipedia.org/wiki/Selective_mutism	F94.0	IDC-10
DIS004229	Selective mutism	http://en.wikipedia.org/wiki/Selective_mutism	ParseResult(2660,None,None)	eMedicine
DIS004230	Fallopian tube cancer	http://en.wikipedia.org/wiki/Fallopian_tube_cancer	183.2	IDC-9
DIS004230	Fallopian tube cancer	http://en.wikipedia.org/wiki/Fallopian_tube_cancer	221.0	IDC-9
DIS004230	Fallopian tube cancer	http://en.wikipedia.org/wiki/Fallopian_tube_cancer	C57.0	IDC-10
DIS004230	Fallopian tube cancer	http://en.wikipedia.org/wiki/Fallopian_tube_cancer	C57.0(0,1,2, unspecified, left, right)	IDC-10
DIS004230	Fallopian tube cancer	http://en.wikipedia.org/wiki/Fallopian_tube_cancer	C57.0,D28.2	IDC-10
DIS004230	Fallopian tube cancer	http://en.wikipedia.org/wiki/Fallopian_tube_cancer	D005185	MeSH
DIS004231	Meckel's diverticulum	http://en.wikipedia.org/wiki/Meckel's_diverticulum	152.3	IDC-9
DIS004231	Meckel's diverticulum	http://en.wikipedia.org/wiki/Meckel's_diverticulum	155140	OMIM
DIS004231	Meckel's diverticulum	http://en.wikipedia.org/wiki/Meckel's_diverticulum	234	MedlinePlus
DIS004231	Meckel's diverticulum	http://en.wikipedia.org/wiki/Meckel's_diverticulum	2797	eMedicine
DIS004231	Meckel's diverticulum	http://en.wikipedia.org/wiki/Meckel's_diverticulum	751.0	IDC-9
DIS004231	Meckel's diverticulum	http://en.wikipedia.org/wiki/Meckel's_diverticulum	C17.3	IDC-10
DIS004231	Meckel's diverticulum	http://en.wikipedia.org/wiki/Meckel's_diverticulum	C17.3,Q43.0	IDC-10
DIS004231	Meckel's diverticulum	http://en.wikipedia.org/wiki/Meckel's_diverticulum	D008467	MeSH
DIS004231	Meckel's diverticulum	http://en.wikipedia.org/wiki/Meckel's_diverticulum	Q43.0	IDC-10
DIS004232	Bornholm disease	http://en.wikipedia.org/wiki/Bornholm_disease	074.1	IDC-9
DIS004232	Bornholm disease	http://en.wikipedia.org/wiki/Bornholm_disease	300049	eMedicine
DIS004232	Bornholm disease	http://en.wikipedia.org/wiki/Bornholm_disease	B33.0	IDC-10
DIS004232	Bornholm disease	http://en.wikipedia.org/wiki/Bornholm_disease	D011000	MeSH
DIS004233	Blue rubber bleb nevus syndrome	http://en.wikipedia.org/wiki/Blue_rubber_bleb_nevus_syndrome	112200	OMIM
DIS004233	Blue rubber bleb nevus syndrome	http://en.wikipedia.org/wiki/Blue_rubber_bleb_nevus_syndrome	228.0	IDC-9
DIS004233	Blue rubber bleb nevus syndrome	http://en.wikipedia.org/wiki/Blue_rubber_bleb_nevus_syndrome	56	eMedicine
DIS004233	Blue rubber bleb nevus syndrome	http://en.wikipedia.org/wiki/Blue_rubber_bleb_nevus_syndrome	D18	IDC-10
DIS004233	Blue rubber bleb nevus syndrome	http://en.wikipedia.org/wiki/Blue_rubber_bleb_nevus_syndrome	D18.	IDC-10
DIS004234	Intracranial hemorrhage	http://en.wikipedia.org/wiki/Intracranial_hemorrhage	177	eMedicine
DIS004234	Intracranial hemorrhage	http://en.wikipedia.org/wiki/Intracranial_hemorrhage	430	IDC-9
DIS004234	Intracranial hemorrhage	http://en.wikipedia.org/wiki/Intracranial_hemorrhage	432	IDC-9
DIS004234	Intracranial hemorrhage	http://en.wikipedia.org/wiki/Intracranial_hemorrhage	6870	DiseasesDB
DIS004234	Intracranial hemorrhage	http://en.wikipedia.org/wiki/Intracranial_hemorrhage	850	IDC-9
DIS004234	Intracranial hemorrhage	http://en.wikipedia.org/wiki/Intracranial_hemorrhage	854	IDC-9
DIS004234	Intracranial hemorrhage	http://en.wikipedia.org/wiki/Intracranial_hemorrhage	D020300	MeSH
DIS004234	Intracranial hemorrhage	http://en.wikipedia.org/wiki/Intracranial_hemorrhage	I60,I61,I62,S06	IDC-10
DIS004234	Intracranial hemorrhage	http://en.wikipedia.org/wiki/Intracranial_hemorrhage	I60.0-I62,S06	IDC-10
DIS004235	Catecholaminergic polymorphic ventricular tachycardia	http://en.wikipedia.org/wiki/Catecholaminergic_polymorphic_ventricular_tachycardia	604772	OMIM
DIS004235	Catecholaminergic polymorphic ventricular tachycardia	http://en.wikipedia.org/wiki/Catecholaminergic_polymorphic_ventricular_tachycardia	C536334	MeSH
DIS004236	Argininosuccinic aciduria	http://en.wikipedia.org/wiki/Argininosuccinic_aciduria	207900	OMIM
DIS004236	Argininosuccinic aciduria	http://en.wikipedia.org/wiki/Argininosuccinic_aciduria	270.6	IDC-9
DIS004236	Argininosuccinic aciduria	http://en.wikipedia.org/wiki/Argininosuccinic_aciduria	E72.2	IDC-10
DIS004237	African trypanosomiasis	http://en.wikipedia.org/wiki/African_trypanosomiasis	086.5	IDC-9
DIS004237	African trypanosomiasis	http://en.wikipedia.org/wiki/African_trypanosomiasis	1362	MedlinePlus
DIS004237	African trypanosomiasis	http://en.wikipedia.org/wiki/African_trypanosomiasis	2140	eMedicine
DIS004237	African trypanosomiasis	http://en.wikipedia.org/wiki/African_trypanosomiasis	B56	IDC-10
DIS004237	African trypanosomiasis	http://en.wikipedia.org/wiki/African_trypanosomiasis	B56.	IDC-10
DIS004237	African trypanosomiasis	http://en.wikipedia.org/wiki/African_trypanosomiasis	D014353	MeSH
DIS004238	T-cell lymphoma	http://en.wikipedia.org/wiki/T-cell_lymphoma	D016399	MeSH
DIS004239	Phakomatosis	http://en.wikipedia.org/wiki/Phakomatosis	759.5	IDC-9
DIS004239	Phakomatosis	http://en.wikipedia.org/wiki/Phakomatosis	759.6	IDC-9
DIS004239	Phakomatosis	http://en.wikipedia.org/wiki/Phakomatosis	D020752	MeSH
DIS004239	Phakomatosis	http://en.wikipedia.org/wiki/Phakomatosis	Q85	IDC-10
DIS004239	Phakomatosis	http://en.wikipedia.org/wiki/Phakomatosis	Q85.	IDC-10
DIS004240	Anencephaly	http://en.wikipedia.org/wiki/Anencephaly	1580	MedlinePlus
DIS004240	Anencephaly	http://en.wikipedia.org/wiki/Anencephaly	206500	OMIM
DIS004240	Anencephaly	http://en.wikipedia.org/wiki/Anencephaly	639	eMedicine
DIS004240	Anencephaly	http://en.wikipedia.org/wiki/Anencephaly	740.0	IDC-9
DIS004240	Anencephaly	http://en.wikipedia.org/wiki/Anencephaly	Q00.0	IDC-10
DIS004241	Balanitis	http://en.wikipedia.org/wiki/Balanitis	51	eMedicine
DIS004241	Balanitis	http://en.wikipedia.org/wiki/Balanitis	607.1	IDC-9
DIS004241	Balanitis	http://en.wikipedia.org/wiki/Balanitis	862	MedlinePlus
DIS004241	Balanitis	http://en.wikipedia.org/wiki/Balanitis	D001446	MeSH
DIS004241	Balanitis	http://en.wikipedia.org/wiki/Balanitis	N48.1	IDC-10
DIS004242	Inborn error of lipid metabolism	http://en.wikipedia.org/wiki/Inborn_error_of_lipid_metabolism	272	IDC-9
DIS004242	Inborn error of lipid metabolism	http://en.wikipedia.org/wiki/Inborn_error_of_lipid_metabolism	277.85	IDC-9
DIS004242	Inborn error of lipid metabolism	http://en.wikipedia.org/wiki/Inborn_error_of_lipid_metabolism	D008052	MeSH
DIS004242	Inborn error of lipid metabolism	http://en.wikipedia.org/wiki/Inborn_error_of_lipid_metabolism	E75,E78	IDC-10
DIS004242	Inborn error of lipid metabolism	http://en.wikipedia.org/wiki/Inborn_error_of_lipid_metabolism	E75.	IDC-10
DIS004242	Inborn error of lipid metabolism	http://en.wikipedia.org/wiki/Inborn_error_of_lipid_metabolism	E78.	IDC-10
DIS004243	Urethral stricture	http://en.wikipedia.org/wiki/Urethral_stricture	1271	MedlinePlus
DIS004243	Urethral stricture	http://en.wikipedia.org/wiki/Urethral_stricture	13562	DiseasesDB
DIS004243	Urethral stricture	http://en.wikipedia.org/wiki/Urethral_stricture	3075	eMedicine
DIS004243	Urethral stricture	http://en.wikipedia.org/wiki/Urethral_stricture	598	IDC-9
DIS004243	Urethral stricture	http://en.wikipedia.org/wiki/Urethral_stricture	N35	IDC-10
DIS004243	Urethral stricture	http://en.wikipedia.org/wiki/Urethral_stricture	N35.	IDC-10
DIS004244	Frontal lobe disorder	http://en.wikipedia.org/wiki/Frontal_lobe_disorder	1135866	eMedicine
DIS004244	Frontal lobe disorder	http://en.wikipedia.org/wiki/Frontal_lobe_disorder	F07	IDC-10
DIS004244	Frontal lobe disorder	http://en.wikipedia.org/wiki/Frontal_lobe_disorder	F07.	IDC-10
DIS004245	Proximal diabetic neuropathy	http://en.wikipedia.org/wiki/Proximal_diabetic_neuropathy	1170337	eMedicine
DIS004245	Proximal diabetic neuropathy	http://en.wikipedia.org/wiki/Proximal_diabetic_neuropathy	353.5	IDC-9
DIS004245	Proximal diabetic neuropathy	http://en.wikipedia.org/wiki/Proximal_diabetic_neuropathy	603933	OMIM
DIS004245	Proximal diabetic neuropathy	http://en.wikipedia.org/wiki/Proximal_diabetic_neuropathy	693	MedlinePlus
DIS004245	Proximal diabetic neuropathy	http://en.wikipedia.org/wiki/Proximal_diabetic_neuropathy	N312	IDC-10
DIS004245	Proximal diabetic neuropathy	http://en.wikipedia.org/wiki/Proximal_diabetic_neuropathy	N312.	IDC-10
DIS004245	Proximal diabetic neuropathy	http://en.wikipedia.org/wiki/Proximal_diabetic_neuropathy	ParseResult(1170337,None,None)	eMedicine
DIS004246	Microphthalmia	http://en.wikipedia.org/wiki/Microphthalmia	572	eMedicine
DIS004246	Microphthalmia	http://en.wikipedia.org/wiki/Microphthalmia	743.1	IDC-9
DIS004246	Microphthalmia	http://en.wikipedia.org/wiki/Microphthalmia	Q11.2	IDC-10
DIS004247	Malnutrition	http://en.wikipedia.org/wiki/Malnutrition	1360	eMedicine
DIS004247	Malnutrition	http://en.wikipedia.org/wiki/Malnutrition	263.9	IDC-9
DIS004247	Malnutrition	http://en.wikipedia.org/wiki/Malnutrition	404	MedlinePlus
DIS004247	Malnutrition	http://en.wikipedia.org/wiki/Malnutrition	D044342	MeSH
DIS004247	Malnutrition	http://en.wikipedia.org/wiki/Malnutrition	E40	IDC-10
DIS004247	Malnutrition	http://en.wikipedia.org/wiki/Malnutrition	E40-E46	IDC-10
DIS004247	Malnutrition	http://en.wikipedia.org/wiki/Malnutrition	E46	IDC-10
DIS004248	Atypical depression	http://en.wikipedia.org/wiki/Atypical_depression	296.2x	IDC-9
DIS004248	Atypical depression	http://en.wikipedia.org/wiki/Atypical_depression	F32.8	IDC-10
DIS004249	Peptic ulcer	http://en.wikipedia.org/wiki/Peptic_ulcer	1776	eMedicine
DIS004249	Peptic ulcer	http://en.wikipedia.org/wiki/Peptic_ulcer	206	MedlinePlus
DIS004249	Peptic ulcer	http://en.wikipedia.org/wiki/Peptic_ulcer	531	IDC-9
DIS004249	Peptic ulcer	http://en.wikipedia.org/wiki/Peptic_ulcer	533	IDC-9
DIS004249	Peptic ulcer	http://en.wikipedia.org/wiki/Peptic_ulcer	D010437	MeSH
DIS004249	Peptic ulcer	http://en.wikipedia.org/wiki/Peptic_ulcer	K25–K27	IDC-10
DIS004250	Debility (medical)	http://en.wikipedia.org/wiki/Debility_(medical)	300.5	IDC-9
DIS004250	Debility (medical)	http://en.wikipedia.org/wiki/Debility_(medical)	799.3	IDC-9
DIS004250	Debility (medical)	http://en.wikipedia.org/wiki/Debility_(medical)	P96.9,R53,R54	IDC-10
DIS004251	Poly drug use	http://en.wikipedia.org/wiki/Poly_drug_use	F19	IDC-10
DIS004251	Poly drug use	http://en.wikipedia.org/wiki/Poly_drug_use	F19.	IDC-10
DIS004252	Medulloblastoma	http://en.wikipedia.org/wiki/Medulloblastoma	155255	OMIM
DIS004252	Medulloblastoma	http://en.wikipedia.org/wiki/Medulloblastoma	31105	DiseasesDB
DIS004252	Medulloblastoma	http://en.wikipedia.org/wiki/Medulloblastoma	624	eMedicine
DIS004252	Medulloblastoma	http://en.wikipedia.org/wiki/Medulloblastoma	D008527	MeSH
DIS004252	Medulloblastoma	http://en.wikipedia.org/wiki/Medulloblastoma	ParseResult(624,None,None)	eMedicine
DIS004253	Hair disease	http://en.wikipedia.org/wiki/Hair_disease	704	IDC-9
DIS004253	Hair disease	http://en.wikipedia.org/wiki/Hair_disease	757.4	IDC-9
DIS004253	Hair disease	http://en.wikipedia.org/wiki/Hair_disease	D006201	MeSH
DIS004253	Hair disease	http://en.wikipedia.org/wiki/Hair_disease	L63-L73,Q84.1-Q84.2	IDC-10
DIS004253	Hair disease	http://en.wikipedia.org/wiki/Hair_disease	L63.	IDC-10
DIS004253	Hair disease	http://en.wikipedia.org/wiki/Hair_disease	L73.	IDC-10
DIS004253	Hair disease	http://en.wikipedia.org/wiki/Hair_disease	Q84.1	IDC-10
DIS004253	Hair disease	http://en.wikipedia.org/wiki/Hair_disease	Q84.2	IDC-10
DIS004254	Zoonosis	http://en.wikipedia.org/wiki/Zoonosis	D015047	MeSH
DIS004255	Baritosis	http://en.wikipedia.org/wiki/Baritosis	503	IDC-9
DIS004256	Hydropneumothorax	http://en.wikipedia.org/wiki/Hydropneumothorax	511.8	IDC-9
DIS004256	Hydropneumothorax	http://en.wikipedia.org/wiki/Hydropneumothorax	D006872	MeSH
DIS004256	Hydropneumothorax	http://en.wikipedia.org/wiki/Hydropneumothorax	J94.8, S27.3	IDC-10
DIS004257	Male breast cancer	http://en.wikipedia.org/wiki/Male_breast_cancer	114480	OMIM
DIS004257	Male breast cancer	http://en.wikipedia.org/wiki/Male_breast_cancer	175	IDC-9
DIS004257	Male breast cancer	http://en.wikipedia.org/wiki/Male_breast_cancer	175.0	IDC-9
DIS004257	Male breast cancer	http://en.wikipedia.org/wiki/Male_breast_cancer	175.9	IDC-9
DIS004257	Male breast cancer	http://en.wikipedia.org/wiki/Male_breast_cancer	913	MedlinePlus
DIS004257	Male breast cancer	http://en.wikipedia.org/wiki/Male_breast_cancer	C50	IDC-10
DIS004257	Male breast cancer	http://en.wikipedia.org/wiki/Male_breast_cancer	D001943	MeSH
DIS004258	Abscess	http://en.wikipedia.org/wiki/Abscess	1353	MedlinePlus
DIS004258	Abscess	http://en.wikipedia.org/wiki/Abscess	324.1	IDC-9
DIS004258	Abscess	http://en.wikipedia.org/wiki/Abscess	682.9	IDC-9
DIS004258	Abscess	http://en.wikipedia.org/wiki/Abscess	D000038	MeSH
DIS004258	Abscess	http://en.wikipedia.org/wiki/Abscess	L02	IDC-10
DIS004259	Myocardial stunning	http://en.wikipedia.org/wiki/Myocardial_stunning	D017682	MeSH
DIS004260	Anterior spinal artery syndrome	http://en.wikipedia.org/wiki/Anterior_spinal_artery_syndrome	348	eMedicine
DIS004260	Anterior spinal artery syndrome	http://en.wikipedia.org/wiki/Anterior_spinal_artery_syndrome	433.8	IDC-9
DIS004260	Anterior spinal artery syndrome	http://en.wikipedia.org/wiki/Anterior_spinal_artery_syndrome	806.02	IDC-9
DIS004260	Anterior spinal artery syndrome	http://en.wikipedia.org/wiki/Anterior_spinal_artery_syndrome	806.07	IDC-9
DIS004260	Anterior spinal artery syndrome	http://en.wikipedia.org/wiki/Anterior_spinal_artery_syndrome	806.12	IDC-9
DIS004260	Anterior spinal artery syndrome	http://en.wikipedia.org/wiki/Anterior_spinal_artery_syndrome	806.17	IDC-9
DIS004260	Anterior spinal artery syndrome	http://en.wikipedia.org/wiki/Anterior_spinal_artery_syndrome	806.22	IDC-9
DIS004260	Anterior spinal artery syndrome	http://en.wikipedia.org/wiki/Anterior_spinal_artery_syndrome	806.27	IDC-9
DIS004260	Anterior spinal artery syndrome	http://en.wikipedia.org/wiki/Anterior_spinal_artery_syndrome	806.32	IDC-9
DIS004260	Anterior spinal artery syndrome	http://en.wikipedia.org/wiki/Anterior_spinal_artery_syndrome	806.37	IDC-9
DIS004260	Anterior spinal artery syndrome	http://en.wikipedia.org/wiki/Anterior_spinal_artery_syndrome	D020759	MeSH
DIS004260	Anterior spinal artery syndrome	http://en.wikipedia.org/wiki/Anterior_spinal_artery_syndrome	I65.8	IDC-10
DIS004261	Tangier disease	http://en.wikipedia.org/wiki/Tangier_disease	205400	OMIM
DIS004261	Tangier disease	http://en.wikipedia.org/wiki/Tangier_disease	272.5	IDC-9
DIS004261	Tangier disease	http://en.wikipedia.org/wiki/Tangier_disease	D013631	MeSH
DIS004261	Tangier disease	http://en.wikipedia.org/wiki/Tangier_disease	E78.6	IDC-10
DIS004262	Nasal septum deviation	http://en.wikipedia.org/wiki/Nasal_septum_deviation	470	IDC-9
DIS004262	Nasal septum deviation	http://en.wikipedia.org/wiki/Nasal_septum_deviation	J34.2	IDC-10
DIS004263	Spondylosis	http://en.wikipedia.org/wiki/Spondylosis	184300	OMIM
DIS004263	Spondylosis	http://en.wikipedia.org/wiki/Spondylosis	436	MedlinePlus
DIS004263	Spondylosis	http://en.wikipedia.org/wiki/Spondylosis	564	eMedicine
DIS004263	Spondylosis	http://en.wikipedia.org/wiki/Spondylosis	721	IDC-9
DIS004263	Spondylosis	http://en.wikipedia.org/wiki/Spondylosis	D013128	MeSH
DIS004263	Spondylosis	http://en.wikipedia.org/wiki/Spondylosis	M47	IDC-10
DIS004263	Spondylosis	http://en.wikipedia.org/wiki/Spondylosis	M47.	IDC-10
DIS004264	Behçet's disease	http://en.wikipedia.org/wiki/Behçet's_disease	109650	OMIM
DIS004264	Behçet's disease	http://en.wikipedia.org/wiki/Behçet's_disease	136.1	IDC-9
DIS004264	Behçet's disease	http://en.wikipedia.org/wiki/Behçet's_disease	218	eMedicine
DIS004264	Behçet's disease	http://en.wikipedia.org/wiki/Behçet's_disease	D001528	MeSH
DIS004264	Behçet's disease	http://en.wikipedia.org/wiki/Behçet's_disease	M35.2	IDC-10
DIS004265	Oculomotor nerve palsy	http://en.wikipedia.org/wiki/Oculomotor_nerve_palsy	183	eMedicine
DIS004265	Oculomotor nerve palsy	http://en.wikipedia.org/wiki/Oculomotor_nerve_palsy	378.52	IDC-9
DIS004265	Oculomotor nerve palsy	http://en.wikipedia.org/wiki/Oculomotor_nerve_palsy	D015840	MeSH
DIS004265	Oculomotor nerve palsy	http://en.wikipedia.org/wiki/Oculomotor_nerve_palsy	H49.0	IDC-10
DIS004266	Chronic hallucinatory psychosis	http://en.wikipedia.org/wiki/Chronic_hallucinatory_psychosis	F28	IDC-10
DIS004267	Hepatitis E	http://en.wikipedia.org/wiki/Hepatitis_E	070.4	IDC-9
DIS004267	Hepatitis E	http://en.wikipedia.org/wiki/Hepatitis_E	995	eMedicine
DIS004267	Hepatitis E	http://en.wikipedia.org/wiki/Hepatitis_E	B17.2	IDC-10
DIS004267	Hepatitis E	http://en.wikipedia.org/wiki/Hepatitis_E	D016751	MeSH
DIS004268	Protein S deficiency	http://en.wikipedia.org/wiki/Protein_S_deficiency	176880	OMIM
DIS004268	Protein S deficiency	http://en.wikipedia.org/wiki/Protein_S_deficiency	1924	eMedicine
DIS004268	Protein S deficiency	http://en.wikipedia.org/wiki/Protein_S_deficiency	289.81	IDC-9
DIS004268	Protein S deficiency	http://en.wikipedia.org/wiki/Protein_S_deficiency	D018455	MeSH
DIS004268	Protein S deficiency	http://en.wikipedia.org/wiki/Protein_S_deficiency	D68.5	IDC-10
DIS004269	Trypanosomiasis	http://en.wikipedia.org/wiki/Trypanosomiasis	086	IDC-9
DIS004269	Trypanosomiasis	http://en.wikipedia.org/wiki/Trypanosomiasis	086.5	IDC-9
DIS004269	Trypanosomiasis	http://en.wikipedia.org/wiki/Trypanosomiasis	B56-B57	IDC-10
DIS004269	Trypanosomiasis	http://en.wikipedia.org/wiki/Trypanosomiasis	B56.	IDC-10
DIS004269	Trypanosomiasis	http://en.wikipedia.org/wiki/Trypanosomiasis	B57.	IDC-10
DIS004269	Trypanosomiasis	http://en.wikipedia.org/wiki/Trypanosomiasis	D014352	MeSH
DIS004270	Macrocheilia	http://en.wikipedia.org/wiki/Macrocheilia	744.81	IDC-9
DIS004270	Macrocheilia	http://en.wikipedia.org/wiki/Macrocheilia	Q18.6	IDC-10
DIS004271	Lisfranc injury	http://en.wikipedia.org/wiki/Lisfranc_injury	511	eMedicine
DIS004272	Ectopic pregnancy	http://en.wikipedia.org/wiki/Ectopic_pregnancy	3212	eMedicine
DIS004272	Ectopic pregnancy	http://en.wikipedia.org/wiki/Ectopic_pregnancy	633	IDC-9
DIS004272	Ectopic pregnancy	http://en.wikipedia.org/wiki/Ectopic_pregnancy	895	MedlinePlus
DIS004272	Ectopic pregnancy	http://en.wikipedia.org/wiki/Ectopic_pregnancy	D011271	MeSH
DIS004272	Ectopic pregnancy	http://en.wikipedia.org/wiki/Ectopic_pregnancy	O00	IDC-10
DIS004272	Ectopic pregnancy	http://en.wikipedia.org/wiki/Ectopic_pregnancy	O00.	IDC-10
DIS004273	Headache	http://en.wikipedia.org/wiki/Headache	3024	MedlinePlus
DIS004273	Headache	http://en.wikipedia.org/wiki/Headache	339	IDC-9
DIS004273	Headache	http://en.wikipedia.org/wiki/Headache	517	eMedicine
DIS004273	Headache	http://en.wikipedia.org/wiki/Headache	784.0	IDC-9
DIS004273	Headache	http://en.wikipedia.org/wiki/Headache	D006261	MeSH
DIS004273	Headache	http://en.wikipedia.org/wiki/Headache	G43	IDC-10
DIS004273	Headache	http://en.wikipedia.org/wiki/Headache	G44	IDC-10
DIS004273	Headache	http://en.wikipedia.org/wiki/Headache	ParseResult(517,None,None)	eMedicine
DIS004273	Headache	http://en.wikipedia.org/wiki/Headache	R51	IDC-10
DIS004274	Alcoholic polyneuropathy	http://en.wikipedia.org/wiki/Alcoholic_polyneuropathy	315159	eMedicine
DIS004274	Alcoholic polyneuropathy	http://en.wikipedia.org/wiki/Alcoholic_polyneuropathy	357.5	IDC-9
DIS004274	Alcoholic polyneuropathy	http://en.wikipedia.org/wiki/Alcoholic_polyneuropathy	714	MedlinePlus
DIS004274	Alcoholic polyneuropathy	http://en.wikipedia.org/wiki/Alcoholic_polyneuropathy	D020269	MeSH
DIS004274	Alcoholic polyneuropathy	http://en.wikipedia.org/wiki/Alcoholic_polyneuropathy	G62.1	IDC-10
DIS004275	Inhalant	http://en.wikipedia.org/wiki/Inhalant	.1,	IDC-10
DIS004275	Inhalant	http://en.wikipedia.org/wiki/Inhalant	1174630	eMedicine
DIS004275	Inhalant	http://en.wikipedia.org/wiki/Inhalant	981	IDC-9
DIS004275	Inhalant	http://en.wikipedia.org/wiki/Inhalant	982	IDC-9
DIS004275	Inhalant	http://en.wikipedia.org/wiki/Inhalant	F18.	IDC-10
DIS004275	Inhalant	http://en.wikipedia.org/wiki/Inhalant	F18.1,T52,T53	IDC-10
DIS004275	Inhalant	http://en.wikipedia.org/wiki/Inhalant	T52.	IDC-10
DIS004275	Inhalant	http://en.wikipedia.org/wiki/Inhalant	T53.	IDC-10
DIS004276	Immune disorder	http://en.wikipedia.org/wiki/Immune_disorder	273	IDC-9
DIS004276	Immune disorder	http://en.wikipedia.org/wiki/Immune_disorder	279	IDC-9
DIS004276	Immune disorder	http://en.wikipedia.org/wiki/Immune_disorder	D007154	MeSH
DIS004276	Immune disorder	http://en.wikipedia.org/wiki/Immune_disorder	D80-D89	IDC-10
DIS004277	Craniosynostosis	http://en.wikipedia.org/wiki/Craniosynostosis	1590	MedlinePlus
DIS004277	Craniosynostosis	http://en.wikipedia.org/wiki/Craniosynostosis	218500	OMIM
DIS004277	Craniosynostosis	http://en.wikipedia.org/wiki/Craniosynostosis	2897	eMedicine
DIS004277	Craniosynostosis	http://en.wikipedia.org/wiki/Craniosynostosis	3160	DiseasesDB
DIS004277	Craniosynostosis	http://en.wikipedia.org/wiki/Craniosynostosis	756.0	IDC-9
DIS004277	Craniosynostosis	http://en.wikipedia.org/wiki/Craniosynostosis	D003398	MeSH
DIS004277	Craniosynostosis	http://en.wikipedia.org/wiki/Craniosynostosis	Q75.0	IDC-10
DIS004278	Neurogenic bladder dysfunction	http://en.wikipedia.org/wiki/Neurogenic_bladder_dysfunction	30837	DiseasesDB
DIS004278	Neurogenic bladder dysfunction	http://en.wikipedia.org/wiki/Neurogenic_bladder_dysfunction	3176	eMedicine
DIS004278	Neurogenic bladder dysfunction	http://en.wikipedia.org/wiki/Neurogenic_bladder_dysfunction	596.54	IDC-9
DIS004278	Neurogenic bladder dysfunction	http://en.wikipedia.org/wiki/Neurogenic_bladder_dysfunction	754	MedlinePlus
DIS004278	Neurogenic bladder dysfunction	http://en.wikipedia.org/wiki/Neurogenic_bladder_dysfunction	D001750	MeSH
DIS004278	Neurogenic bladder dysfunction	http://en.wikipedia.org/wiki/Neurogenic_bladder_dysfunction	N31.9	IDC-10
DIS004279	Brachial plexus injury	http://en.wikipedia.org/wiki/Brachial_plexus_injury	1418	MedlinePlus
DIS004279	Brachial plexus injury	http://en.wikipedia.org/wiki/Brachial_plexus_injury	31267	DiseasesDB
DIS004279	Brachial plexus injury	http://en.wikipedia.org/wiki/Brachial_plexus_injury	353.0	IDC-9
DIS004279	Brachial plexus injury	http://en.wikipedia.org/wiki/Brachial_plexus_injury	767.6	IDC-9
DIS004279	Brachial plexus injury	http://en.wikipedia.org/wiki/Brachial_plexus_injury	953.4	IDC-9
DIS004279	Brachial plexus injury	http://en.wikipedia.org/wiki/Brachial_plexus_injury	D020516	MeSH
DIS004279	Brachial plexus injury	http://en.wikipedia.org/wiki/Brachial_plexus_injury	G54.0	IDC-10
DIS004279	Brachial plexus injury	http://en.wikipedia.org/wiki/Brachial_plexus_injury	G54.0,P14.3,S14.3	IDC-10
DIS004279	Brachial plexus injury	http://en.wikipedia.org/wiki/Brachial_plexus_injury	P14.3	IDC-10
DIS004279	Brachial plexus injury	http://en.wikipedia.org/wiki/Brachial_plexus_injury	S14.3	IDC-10
DIS004280	Seasonal affective disorder	http://en.wikipedia.org/wiki/Seasonal_affective_disorder	1532	MedlinePlus
DIS004280	Seasonal affective disorder	http://en.wikipedia.org/wiki/Seasonal_affective_disorder	F33	IDC-10
DIS004280	Seasonal affective disorder	http://en.wikipedia.org/wiki/Seasonal_affective_disorder	F33.	IDC-10
DIS004281	Klumpke paralysis	http://en.wikipedia.org/wiki/Klumpke_paralysis	7200	DiseasesDB
DIS004281	Klumpke paralysis	http://en.wikipedia.org/wiki/Klumpke_paralysis	767.6	IDC-9
DIS004281	Klumpke paralysis	http://en.wikipedia.org/wiki/Klumpke_paralysis	P14.1	IDC-10
DIS004282	Erb's palsy	http://en.wikipedia.org/wiki/Erb's_palsy	767.6	IDC-9
DIS004282	Erb's palsy	http://en.wikipedia.org/wiki/Erb's_palsy	P14.0	IDC-10
DIS004283	Bruit	http://en.wikipedia.org/wiki/Bruit	785.9	IDC-9
DIS004283	Bruit	http://en.wikipedia.org/wiki/Bruit	D006337	MeSH
DIS004283	Bruit	http://en.wikipedia.org/wiki/Bruit	R01.1	IDC-10
DIS004283	Bruit	http://en.wikipedia.org/wiki/Bruit	R01.1,R09.8	IDC-10
DIS004283	Bruit	http://en.wikipedia.org/wiki/Bruit	R09.8	IDC-10
DIS004284	Subungual hematoma	http://en.wikipedia.org/wiki/Subungual_hematoma	827104	eMedicine
DIS004284	Subungual hematoma	http://en.wikipedia.org/wiki/Subungual_hematoma	923.3	IDC-9
DIS004284	Subungual hematoma	http://en.wikipedia.org/wiki/Subungual_hematoma	924.3	IDC-9
DIS004284	Subungual hematoma	http://en.wikipedia.org/wiki/Subungual_hematoma	L60.8(ILDSL60.872)	IDC-10
DIS004285	Curling's ulcer	http://en.wikipedia.org/wiki/Curling's_ulcer	3237	DiseasesDB
DIS004285	Curling's ulcer	http://en.wikipedia.org/wiki/Curling's_ulcer	D004381	MeSH
DIS004286	Adiposis dolorosa	http://en.wikipedia.org/wiki/Adiposis_dolorosa	103200	OMIM
